도메인,날짜,지수종류,돈,이동평균_3개월,이동평균_6개월,이동평균_12개월
컴퓨터사무용기계,1999-08-01,원지수 (2020=100),42.0,43.06666666666666,41.016666666666666,33.25
컴퓨터사무용기계,1999-08-01,계절조정지수 (2020=100),44.6,44.73333333333333,41.06666666666666,33.324999999999996
컴퓨터사무용기계,1999-09-01,원지수 (2020=100),37.3,40.166666666666664,41.36666666666667,34.791666666666664
컴퓨터사무용기계,1999-09-01,계절조정지수 (2020=100),41.4,43.26666666666666,42.85,35.075
컴퓨터사무용기계,1999-10-01,원지수 (2020=100),35.3,38.199999999999996,40.61666666666667,36.11666666666667
컴퓨터사무용기계,1999-10-01,계절조정지수 (2020=100),36.2,40.733333333333334,42.56666666666667,36.391666666666666
컴퓨터사무용기계,1999-11-01,원지수 (2020=100),61.1,44.56666666666666,43.81666666666666,39.1
컴퓨터사무용기계,1999-11-01,계절조정지수 (2020=100),60.7,46.1,45.416666666666664,39.333333333333336
컴퓨터사무용기계,1999-12-01,원지수 (2020=100),58.7,51.699999999999996,45.93333333333334,41.48333333333333
컴퓨터사무용기계,1999-12-01,계절조정지수 (2020=100),50.2,49.03333333333333,46.15,41.36666666666667
컴퓨터사무용기계,2000-01-01,원지수 (2020=100),51.6,57.13333333333333,47.666666666666664,43.26666666666667
컴퓨터사무용기계,2000-01-01,계절조정지수 (2020=100),56.9,55.93333333333334,48.333333333333336,43.574999999999996
컴퓨터사무용기계,2000-02-01,원지수 (2020=100),53.8,54.699999999999996,49.63333333333333,45.324999999999996
컴퓨터사무용기계,2000-02-01,계절조정지수 (2020=100),56.9,54.666666666666664,50.38333333333333,45.725
컴퓨터사무용기계,2000-03-01,원지수 (2020=100),64.8,56.73333333333333,54.21666666666666,47.791666666666664
컴퓨터사무용기계,2000-03-01,계절조정지수 (2020=100),54.6,56.13333333333333,52.583333333333336,47.71666666666666
컴퓨터사무용기계,2000-04-01,원지수 (2020=100),62.9,60.5,58.81666666666666,49.71666666666667
컴퓨터사무용기계,2000-04-01,계절조정지수 (2020=100),60.1,57.199999999999996,56.56666666666667,49.56666666666666
컴퓨터사무용기계,2000-05-01,원지수 (2020=100),56.3,61.333333333333336,58.01666666666667,50.916666666666664
컴퓨터사무용기계,2000-05-01,계절조정지수 (2020=100),61.0,58.56666666666666,56.61666666666667,51.01666666666666
컴퓨터사무용기계,2000-06-01,원지수 (2020=100),60.3,59.833333333333336,58.283333333333324,52.10833333333334
컴퓨터사무용기계,2000-06-01,계절조정지수 (2020=100),60.8,60.633333333333326,58.38333333333333,52.26666666666667
컴퓨터사무용기계,2000-07-01,원지수 (2020=100),61.0,59.199999999999996,59.849999999999994,53.75833333333333
컴퓨터사무용기계,2000-07-01,계절조정지수 (2020=100),65.2,62.333333333333336,59.76666666666667,54.050000000000004
컴퓨터사무용기계,2000-08-01,원지수 (2020=100),70.5,63.93333333333334,62.633333333333326,56.13333333333333
컴퓨터사무용기계,2000-08-01,계절조정지수 (2020=100),84.4,70.13333333333334,64.35000000000001,57.366666666666674
컴퓨터사무용기계,2000-09-01,원지수 (2020=100),60.5,64.0,61.916666666666664,58.06666666666667
컴퓨터사무용기계,2000-09-01,계절조정지수 (2020=100),62.0,70.53333333333333,65.58333333333333,59.083333333333336
컴퓨터사무용기계,2000-10-01,원지수 (2020=100),64.4,65.13333333333334,62.166666666666664,60.49166666666667
컴퓨터사무용기계,2000-10-01,계절조정지수 (2020=100),61.9,69.43333333333334,65.88333333333334,61.225
컴퓨터사무용기계,2000-11-01,원지수 (2020=100),54.6,59.833333333333336,61.88333333333333,59.949999999999996
컴퓨터사무용기계,2000-11-01,계절조정지수 (2020=100),55.5,59.800000000000004,64.96666666666667,60.791666666666664
컴퓨터사무용기계,2000-12-01,원지수 (2020=100),70.0,63.0,63.5,60.89166666666667
컴퓨터사무용기계,2000-12-01,계절조정지수 (2020=100),57.4,58.26666666666667,64.39999999999999,61.39166666666667
컴퓨터사무용기계,2001-01-01,원지수 (2020=100),53.2,59.26666666666667,62.20000000000001,61.025
컴퓨터사무용기계,2001-01-01,계절조정지수 (2020=100),60.7,57.86666666666667,63.65,61.708333333333336
컴퓨터사무용기계,2001-02-01,원지수 (2020=100),50.9,58.03333333333333,58.93333333333334,60.78333333333334
컴퓨터사무용기계,2001-02-01,계절조정지수 (2020=100),52.4,56.833333333333336,58.31666666666667,61.333333333333336
컴퓨터사무용기계,2001-03-01,원지수 (2020=100),67.5,57.199999999999996,60.1,61.008333333333326
컴퓨터사무용기계,2001-03-01,계절조정지수 (2020=100),56.7,56.6,57.43333333333333,61.50833333333333
컴퓨터사무용기계,2001-04-01,원지수 (2020=100),60.1,59.5,59.38333333333333,60.775
컴퓨터사무용기계,2001-04-01,계절조정지수 (2020=100),57.1,55.4,56.63333333333333,61.25833333333333
컴퓨터사무용기계,2001-05-01,원지수 (2020=100),47.5,58.36666666666667,58.199999999999996,60.041666666666664
컴퓨터사무용기계,2001-05-01,계절조정지수 (2020=100),51.2,55.0,55.916666666666664,60.44166666666667
컴퓨터사무용기계,2001-06-01,원지수 (2020=100),63.0,56.86666666666667,57.03333333333334,60.26666666666666
컴퓨터사무용기계,2001-06-01,계절조정지수 (2020=100),63.4,57.23333333333334,56.916666666666664,60.65833333333333
컴퓨터사무용기계,2001-07-01,원지수 (2020=100),50.6,53.699999999999996,56.599999999999994,59.4
컴퓨터사무용기계,2001-07-01,계절조정지수 (2020=100),54.3,56.300000000000004,55.849999999999994,59.75
컴퓨터사무용기계,2001-08-01,원지수 (2020=100),42.6,52.06666666666666,55.21666666666667,57.074999999999996
컴퓨터사무용기계,2001-08-01,계절조정지수 (2020=100),50.5,56.06666666666666,55.53333333333333,56.92499999999999
컴퓨터사무용기계,2001-09-01,원지수 (2020=100),51.6,48.26666666666667,52.56666666666666,56.333333333333336
컴퓨터사무용기계,2001-09-01,계절조정지수 (2020=100),51.8,52.199999999999996,54.71666666666667,56.074999999999996
컴퓨터사무용기계,2001-10-01,원지수 (2020=100),64.6,52.93333333333333,53.31666666666666,56.35
컴퓨터사무용기계,2001-10-01,계절조정지수 (2020=100),63.1,55.13333333333333,55.71666666666666,56.17499999999999
컴퓨터사무용기계,2001-11-01,원지수 (2020=100),59.6,58.599999999999994,55.333333333333336,56.76666666666666
컴퓨터사무용기계,2001-11-01,계절조정지수 (2020=100),60.4,58.43333333333334,57.25,56.583333333333336
컴퓨터사무용기계,2001-12-01,원지수 (2020=100),76.8,67.0,57.63333333333333,57.333333333333336
컴퓨터사무용기계,2001-12-01,계절조정지수 (2020=100),63.3,62.26666666666666,57.23333333333334,57.074999999999996
컴퓨터사무용기계,2002-01-01,원지수 (2020=100),55.6,64.0,58.46666666666667,57.53333333333334
컴퓨터사무용기계,2002-01-01,계절조정지수 (2020=100),60.0,61.23333333333333,58.18333333333334,57.01666666666667
컴퓨터사무용기계,2002-02-01,원지수 (2020=100),57.7,63.36666666666667,60.98333333333334,58.099999999999994
컴퓨터사무용기계,2002-02-01,계절조정지수 (2020=100),62.3,61.86666666666667,60.15,57.84166666666666
컴퓨터사무용기계,2002-03-01,원지수 (2020=100),72.5,61.93333333333333,64.46666666666667,58.51666666666667
컴퓨터사무용기계,2002-03-01,계절조정지수 (2020=100),61.0,61.1,61.68333333333333,58.199999999999996
컴퓨터사무용기계,2002-04-01,원지수 (2020=100),63.6,64.6,64.30000000000001,58.80833333333334
컴퓨터사무용기계,2002-04-01,계절조정지수 (2020=100),60.4,61.23333333333333,61.23333333333334,58.475
컴퓨터사무용기계,2002-05-01,원지수 (2020=100),62.8,66.3,64.83333333333333,60.083333333333336
컴퓨터사무용기계,2002-05-01,계절조정지수 (2020=100),67.4,62.93333333333334,62.4,59.824999999999996
컴퓨터사무용기계,2002-06-01,원지수 (2020=100),59.3,61.899999999999984,61.916666666666664,59.775000000000006
컴퓨터사무용기계,2002-06-01,계절조정지수 (2020=100),60.5,62.76666666666667,61.93333333333333,59.583333333333336
컴퓨터사무용기계,2002-07-01,원지수 (2020=100),54.3,58.79999999999999,61.699999999999996,60.083333333333336
컴퓨터사무용기계,2002-07-01,계절조정지수 (2020=100),58.7,62.20000000000001,61.71666666666666,59.95000000000001
컴퓨터사무용기계,2002-08-01,원지수 (2020=100),53.6,55.73333333333332,61.01666666666667,61.0
컴퓨터사무용기계,2002-08-01,계절조정지수 (2020=100),62.4,60.53333333333333,61.73333333333334,60.94166666666667
컴퓨터사무용기계,2002-09-01,원지수 (2020=100),74.6,60.83333333333332,61.36666666666667,62.916666666666664
컴퓨터사무용기계,2002-09-01,계절조정지수 (2020=100),76.0,65.7,64.23333333333333,62.958333333333336
컴퓨터사무용기계,2002-10-01,원지수 (2020=100),66.8,64.99999999999999,61.9,63.1
컴퓨터사무용기계,2002-10-01,계절조정지수 (2020=100),64.9,67.76666666666667,64.98333333333333,63.10833333333334
컴퓨터사무용기계,2002-11-01,원지수 (2020=100),65.8,69.06666666666665,62.4,63.616666666666674
컴퓨터사무용기계,2002-11-01,계절조정지수 (2020=100),66.5,69.13333333333334,64.83333333333333,63.61666666666667
컴퓨터사무용기계,2002-12-01,원지수 (2020=100),78.2,70.26666666666665,65.55,63.73333333333333
컴퓨터사무용기계,2002-12-01,계절조정지수 (2020=100),65.8,65.73333333333333,65.71666666666667,63.824999999999996
컴퓨터사무용기계,2003-01-01,원지수 (2020=100),52.8,65.59999999999998,65.3,63.5
컴퓨터사무용기계,2003-01-01,계절조정지수 (2020=100),57.1,63.13333333333333,65.45,63.583333333333336
컴퓨터사무용기계,2003-02-01,원지수 (2020=100),54.7,61.9,65.48333333333333,63.25
컴퓨터사무용기계,2003-02-01,계절조정지수 (2020=100),57.3,60.06666666666666,64.60000000000001,63.16666666666668
컴퓨터사무용기계,2003-03-01,원지수 (2020=100),71.4,59.633333333333326,64.95,63.15833333333333
컴퓨터사무용기계,2003-03-01,계절조정지수 (2020=100),59.8,58.06666666666666,61.9,63.06666666666667
컴퓨터사무용기계,2003-04-01,원지수 (2020=100),62.5,62.86666666666665,64.23333333333333,63.06666666666666
컴퓨터사무용기계,2003-04-01,계절조정지수 (2020=100),60.2,59.1,61.116666666666674,63.050000000000004
컴퓨터사무용기계,2003-05-01,원지수 (2020=100),49.9,61.26666666666666,61.58333333333334,61.991666666666674
컴퓨터사무용기계,2003-05-01,계절조정지수 (2020=100),54.7,58.23333333333333,59.150000000000006,61.99166666666667
컴퓨터사무용기계,2003-06-01,원지수 (2020=100),56.4,56.26666666666665,57.949999999999996,61.75
컴퓨터사무용기계,2003-06-01,계절조정지수 (2020=100),56.8,57.23333333333334,57.650000000000006,61.68333333333334
컴퓨터사무용기계,2003-07-01,원지수 (2020=100),50.0,52.09999999999999,57.48333333333333,61.39166666666667
컴퓨터사무용기계,2003-07-01,계절조정지수 (2020=100),54.1,55.199999999999996,57.15,61.29999999999999
컴퓨터사무용기계,2003-08-01,원지수 (2020=100),44.9,50.433333333333316,55.849999999999994,60.666666666666664
컴퓨터사무용기계,2003-08-01,계절조정지수 (2020=100),51.3,54.06666666666666,56.15,60.375
컴퓨터사무용기계,2003-09-01,원지수 (2020=100),52.4,49.09999999999999,52.68333333333334,58.81666666666666
컴퓨터사무용기계,2003-09-01,계절조정지수 (2020=100),53.3,52.9,55.06666666666667,58.48333333333333
컴퓨터사무용기계,2003-10-01,원지수 (2020=100),47.0,48.09999999999999,50.1,57.166666666666664
컴퓨터사무용기계,2003-10-01,계절조정지수 (2020=100),46.3,50.29999999999999,52.75,56.93333333333334
컴퓨터사무용기계,2003-11-01,원지수 (2020=100),45.4,48.26666666666665,49.35,55.46666666666667
컴퓨터사무용기계,2003-11-01,계절조정지수 (2020=100),46.3,48.633333333333326,51.349999999999994,55.25
컴퓨터사무용기계,2003-12-01,원지수 (2020=100),48.7,47.033333333333324,48.06666666666666,53.00833333333333
컴퓨터사무용기계,2003-12-01,계절조정지수 (2020=100),40.7,44.43333333333334,48.666666666666664,53.15833333333334
컴퓨터사무용기계,2004-01-01,원지수 (2020=100),36.8,43.633333333333326,45.86666666666667,51.67499999999999
컴퓨터사무용기계,2004-01-01,계절조정지수 (2020=100),40.1,42.36666666666667,46.333333333333336,51.74166666666667
컴퓨터사무용기계,2004-02-01,원지수 (2020=100),48.4,44.633333333333326,46.449999999999996,51.15
컴퓨터사무용기계,2004-02-01,계절조정지수 (2020=100),49.6,43.46666666666667,46.050000000000004,51.099999999999994
컴퓨터사무용기계,2004-03-01,원지수 (2020=100),58.1,47.76666666666666,47.400000000000006,50.041666666666664
컴퓨터사무용기계,2004-03-01,계절조정지수 (2020=100),48.2,45.96666666666667,45.199999999999996,50.13333333333333
컴퓨터사무용기계,2004-04-01,원지수 (2020=100),43.4,49.96666666666666,46.800000000000004,48.45000000000001
컴퓨터사무용기계,2004-04-01,계절조정지수 (2020=100),42.9,46.900000000000006,44.63333333333333,48.69166666666666
컴퓨터사무용기계,2004-05-01,원지수 (2020=100),29.1,43.533333333333324,44.083333333333336,46.71666666666666
컴퓨터사무용기계,2004-05-01,계절조정지수 (2020=100),32.2,41.1,42.28333333333333,46.81666666666667
컴퓨터사무용기계,2004-06-01,원지수 (2020=100),40.9,37.79999999999999,42.78333333333333,45.42499999999999
컴퓨터사무용기계,2004-06-01,계절조정지수 (2020=100),40.2,38.43333333333334,42.2,45.43333333333334
컴퓨터사무용기계,2004-07-01,원지수 (2020=100),46.2,38.73333333333333,44.35,45.10833333333333
컴퓨터사무용기계,2004-07-01,계절조정지수 (2020=100),50.3,40.9,43.900000000000006,45.11666666666667
컴퓨터사무용기계,2004-08-01,원지수 (2020=100),49.7,45.59999999999999,44.56666666666666,45.50833333333333
컴퓨터사무용기계,2004-08-01,계절조정지수 (2020=100),54.8,48.43333333333334,44.76666666666666,45.40833333333333
컴퓨터사무용기계,2004-09-01,원지수 (2020=100),50.2,48.69999999999999,43.25,45.324999999999996
컴퓨터사무용기계,2004-09-01,계절조정지수 (2020=100),51.1,52.06666666666666,45.25,45.225
컴퓨터사무용기계,2004-10-01,원지수 (2020=100),51.1,50.33333333333332,44.53333333333333,45.666666666666664
컴퓨터사무용기계,2004-10-01,계절조정지수 (2020=100),50.8,52.23333333333333,46.56666666666666,45.6
컴퓨터사무용기계,2004-11-01,원지수 (2020=100),52.6,51.29999999999999,48.45000000000001,46.26666666666667
컴퓨터사무용기계,2004-11-01,계절조정지수 (2020=100),53.3,51.73333333333333,50.083333333333336,46.18333333333334
컴퓨터사무용기계,2004-12-01,원지수 (2020=100),68.1,57.26666666666665,52.98333333333333,47.88333333333333
컴퓨터사무용기계,2004-12-01,계절조정지수 (2020=100),57.8,53.96666666666666,53.01666666666667,47.60833333333333
컴퓨터사무용기계,2005-01-01,원지수 (2020=100),58.9,59.86666666666665,55.1,49.725
컴퓨터사무용기계,2005-01-01,계절조정지수 (2020=100),59.2,56.76666666666667,54.5,49.20000000000001
컴퓨터사무용기계,2005-02-01,원지수 (2020=100),54.8,60.59999999999999,55.949999999999996,50.258333333333326
컴퓨터사무용기계,2005-02-01,계절조정지수 (2020=100),52.9,56.63333333333333,54.18333333333333,49.475
컴퓨터사무용기계,2005-03-01,원지수 (2020=100),70.0,61.23333333333332,59.25,51.25
컴퓨터사무용기계,2005-03-01,계절조정지수 (2020=100),61.3,57.800000000000004,55.88333333333333,50.56666666666666
컴퓨터사무용기계,2005-04-01,원지수 (2020=100),56.8,60.533333333333324,60.199999999999996,52.36666666666667
컴퓨터사무용기계,2005-04-01,계절조정지수 (2020=100),62.1,58.76666666666667,57.76666666666667,52.166666666666664
컴퓨터사무용기계,2005-05-01,원지수 (2020=100),49.2,58.66666666666666,59.633333333333326,54.041666666666664
컴퓨터사무용기계,2005-05-01,계절조정지수 (2020=100),55.1,59.5,58.06666666666666,54.074999999999996
컴퓨터사무용기계,2005-06-01,원지수 (2020=100),54.2,53.4,57.31666666666666,55.15
컴퓨터사무용기계,2005-06-01,계절조정지수 (2020=100),52.3,56.5,57.15,55.083333333333336
컴퓨터사무용기계,2005-07-01,원지수 (2020=100),51.5,51.633333333333326,56.083333333333336,55.59166666666667
컴퓨터사무용기계,2005-07-01,계절조정지수 (2020=100),54.8,54.06666666666666,56.416666666666664,55.45833333333332
컴퓨터사무용기계,2005-08-01,원지수 (2020=100),50.4,52.033333333333324,55.349999999999994,55.65
컴퓨터사무용기계,2005-08-01,계절조정지수 (2020=100),53.3,53.46666666666667,56.48333333333334,55.333333333333336
컴퓨터사무용기계,2005-09-01,원지수 (2020=100),56.3,52.73333333333332,53.06666666666667,56.15833333333333
컴퓨터사무용기계,2005-09-01,계절조정지수 (2020=100),56.2,54.76666666666666,55.63333333333333,55.758333333333326
컴퓨터사무용기계,2005-10-01,원지수 (2020=100),54.8,53.83333333333332,52.73333333333334,56.46666666666667
컴퓨터사무용기계,2005-10-01,계절조정지수 (2020=100),54.8,54.76666666666667,54.416666666666664,56.09166666666667
컴퓨터사무용기계,2005-11-01,원지수 (2020=100),50.7,53.933333333333316,52.98333333333334,56.30833333333333
컴퓨터사무용기계,2005-11-01,계절조정지수 (2020=100),52.5,54.5,53.98333333333334,56.025
컴퓨터사무용기계,2005-12-01,원지수 (2020=100),58.7,54.73333333333333,53.73333333333333,55.525
컴퓨터사무용기계,2005-12-01,계절조정지수 (2020=100),52.3,53.199999999999996,53.98333333333333,55.56666666666666
컴퓨터사무용기계,2006-01-01,원지수 (2020=100),52.4,53.933333333333316,53.883333333333326,54.98333333333333
컴퓨터사무용기계,2006-01-01,계절조정지수 (2020=100),50.0,51.599999999999994,53.18333333333333,54.79999999999999
컴퓨터사무용기계,2006-02-01,원지수 (2020=100),53.9,54.99999999999999,54.46666666666667,54.90833333333333
컴퓨터사무용기계,2006-02-01,계절조정지수 (2020=100),55.9,52.73333333333333,53.61666666666667,55.04999999999999
컴퓨터사무용기계,2006-03-01,원지수 (2020=100),63.1,56.46666666666666,55.6,54.333333333333336
컴퓨터사무용기계,2006-03-01,계절조정지수 (2020=100),55.5,53.800000000000004,53.5,54.56666666666666
컴퓨터사무용기계,2006-04-01,원지수 (2020=100),52.2,56.4,55.166666666666664,53.949999999999996
컴퓨터사무용기계,2006-04-01,계절조정지수 (2020=100),55.9,55.76666666666667,53.68333333333333,54.050000000000004
컴퓨터사무용기계,2006-05-01,원지수 (2020=100),48.3,54.533333333333324,54.76666666666667,53.875
컴퓨터사무용기계,2006-05-01,계절조정지수 (2020=100),52.9,54.76666666666667,53.75,53.86666666666667
컴퓨터사무용기계,2006-06-01,원지수 (2020=100),54.0,51.49999999999999,53.98333333333333,53.85833333333333
컴퓨터사무용기계,2006-06-01,계절조정지수 (2020=100),51.8,53.53333333333333,53.666666666666664,53.824999999999996
컴퓨터사무용기계,2006-07-01,원지수 (2020=100),44.8,49.033333333333324,52.71666666666667,53.300000000000004
컴퓨터사무용기계,2006-07-01,계절조정지수 (2020=100),47.7,50.79999999999999,53.28333333333334,53.23333333333334
컴퓨터사무용기계,2006-08-01,원지수 (2020=100),52.9,50.566666666666656,52.550000000000004,53.50833333333333
컴퓨터사무용기계,2006-08-01,계절조정지수 (2020=100),56.1,51.86666666666667,53.31666666666666,53.46666666666667
컴퓨터사무용기계,2006-09-01,원지수 (2020=100),54.8,50.83333333333332,51.166666666666664,53.38333333333333
컴퓨터사무용기계,2006-09-01,계절조정지수 (2020=100),54.2,52.666666666666664,53.099999999999994,53.300000000000004
컴퓨터사무용기계,2006-10-01,원지수 (2020=100),54.7,54.133333333333326,51.583333333333336,53.375
컴퓨터사무용기계,2006-10-01,계절조정지수 (2020=100),54.2,54.833333333333336,52.81666666666667,53.25
컴퓨터사무용기계,2006-11-01,원지수 (2020=100),55.0,54.83333333333332,52.699999999999996,53.73333333333334
컴퓨터사무용기계,2006-11-01,계절조정지수 (2020=100),57.1,55.166666666666664,53.51666666666666,53.63333333333333
컴퓨터사무용기계,2006-12-01,원지수 (2020=100),99.5,69.73333333333333,60.28333333333333,57.13333333333333
컴퓨터사무용기계,2006-12-01,계절조정지수 (2020=100),89.0,66.76666666666667,59.71666666666667,56.69166666666667
컴퓨터사무용기계,2007-01-01,원지수 (2020=100),82.9,79.13333333333333,66.63333333333333,59.675000000000004
컴퓨터사무용기계,2007-01-01,계절조정지수 (2020=100),80.8,75.63333333333334,65.23333333333333,59.25833333333333
컴퓨터사무용기계,2007-02-01,원지수 (2020=100),84.4,88.93333333333332,71.88333333333334,62.21666666666667
컴퓨터사무용기계,2007-02-01,계절조정지수 (2020=100),85.4,85.06666666666668,70.11666666666667,61.71666666666667
컴퓨터사무용기계,2007-03-01,원지수 (2020=100),87.6,84.96666666666665,77.35000000000001,64.25833333333334
컴퓨터사무용기계,2007-03-01,계절조정지수 (2020=100),78.9,81.7,74.23333333333333,63.666666666666664
컴퓨터사무용기계,2007-04-01,원지수 (2020=100),69.2,80.39999999999999,79.76666666666667,65.675
컴퓨터사무용기계,2007-04-01,계절조정지수 (2020=100),72.8,79.03333333333335,77.33333333333333,65.075
컴퓨터사무용기계,2007-05-01,원지수 (2020=100),72.6,76.46666666666665,82.7,67.7
컴퓨터사무용기계,2007-05-01,계절조정지수 (2020=100),76.9,76.2,80.63333333333334,67.075
컴퓨터사무용기계,2007-06-01,원지수 (2020=100),64.5,68.76666666666665,76.86666666666666,68.575
컴퓨터사무용기계,2007-06-01,계절조정지수 (2020=100),63.8,71.16666666666667,76.43333333333334,68.075
컴퓨터사무용기계,2007-07-01,원지수 (2020=100),66.0,67.69999999999999,74.05,70.34166666666665
컴퓨터사무용기계,2007-07-01,계절조정지수 (2020=100),70.0,70.23333333333333,74.63333333333334,69.93333333333334
컴퓨터사무용기계,2007-08-01,원지수 (2020=100),65.8,65.43333333333332,70.95,71.41666666666667
컴퓨터사무용기계,2007-08-01,계절조정지수 (2020=100),70.0,67.93333333333334,72.06666666666666,71.09166666666665
컴퓨터사무용기계,2007-09-01,원지수 (2020=100),60.1,63.96666666666665,66.36666666666667,71.85833333333333
컴퓨터사무용기계,2007-09-01,계절조정지수 (2020=100),60.2,66.73333333333333,68.95,71.59166666666667
컴퓨터사무용기계,2007-10-01,원지수 (2020=100),70.7,65.53333333333332,66.61666666666666,73.19166666666666
컴퓨터사무용기계,2007-10-01,계절조정지수 (2020=100),69.9,66.7,68.46666666666667,72.89999999999999
컴퓨터사무용기계,2007-11-01,원지수 (2020=100),63.5,64.76666666666665,65.10000000000001,73.89999999999999
컴퓨터사무용기계,2007-11-01,계절조정지수 (2020=100),66.3,65.46666666666667,66.7,73.66666666666667
컴퓨터사무용기계,2007-12-01,원지수 (2020=100),72.6,68.93333333333332,66.45,71.65833333333333
컴퓨터사무용기계,2007-12-01,계절조정지수 (2020=100),66.9,67.7,67.21666666666667,71.825
컴퓨터사무용기계,2008-01-01,원지수 (2020=100),71.2,69.1,67.31666666666668,70.68333333333334
컴퓨터사무용기계,2008-01-01,계절조정지수 (2020=100),66.8,66.66666666666667,66.68333333333334,70.65833333333333
컴퓨터사무용기계,2008-02-01,원지수 (2020=100),57.5,67.1,65.93333333333334,68.44166666666668
컴퓨터사무용기계,2008-02-01,계절조정지수 (2020=100),58.7,64.13333333333334,64.8,68.43333333333334
컴퓨터사무용기계,2008-03-01,원지수 (2020=100),78.4,69.03333333333333,68.98333333333333,67.675
컴퓨터사무용기계,2008-03-01,계절조정지수 (2020=100),70.8,65.43333333333334,66.56666666666668,67.75833333333333
컴퓨터사무용기계,2008-04-01,원지수 (2020=100),59.5,65.13333333333333,67.11666666666666,66.86666666666666
컴퓨터사무용기계,2008-04-01,계절조정지수 (2020=100),62.6,64.03333333333333,65.35,66.90833333333333
컴퓨터사무용기계,2008-05-01,원지수 (2020=100),53.6,63.83333333333332,65.46666666666667,65.28333333333335
컴퓨터사무용기계,2008-05-01,계절조정지수 (2020=100),58.2,63.86666666666667,64.0,65.35000000000001
컴퓨터사무용기계,2008-06-01,원지수 (2020=100),66.1,59.73333333333333,64.38333333333334,65.41666666666667
컴퓨터사무용기계,2008-06-01,계절조정지수 (2020=100),63.5,61.43333333333334,63.43333333333334,65.325
컴퓨터사무용기계,2008-07-01,원지수 (2020=100),61.1,60.26666666666666,62.699999999999996,65.00833333333334
컴퓨터사무용기계,2008-07-01,계절조정지수 (2020=100),62.9,61.53333333333334,62.78333333333333,64.73333333333333
컴퓨터사무용기계,2008-08-01,원지수 (2020=100),56.3,61.16666666666666,62.5,64.21666666666667
컴퓨터사무용기계,2008-08-01,계절조정지수 (2020=100),61.8,62.73333333333333,63.300000000000004,64.05
컴퓨터사무용기계,2008-09-01,원지수 (2020=100),64.2,60.53333333333333,60.13333333333333,64.55833333333332
컴퓨터사무용기계,2008-09-01,계절조정지수 (2020=100),65.2,63.29999999999999,62.36666666666667,64.46666666666667
컴퓨터사무용기계,2008-10-01,원지수 (2020=100),60.8,60.43333333333334,60.35,63.73333333333334
컴퓨터사무용기계,2008-10-01,계절조정지수 (2020=100),60.5,62.5,62.01666666666667,63.68333333333334
컴퓨터사무용기계,2008-11-01,원지수 (2020=100),55.5,60.166666666666664,60.666666666666664,63.06666666666667
컴퓨터사무용기계,2008-11-01,계절조정지수 (2020=100),59.5,61.73333333333333,62.23333333333333,63.11666666666667
컴퓨터사무용기계,2008-12-01,원지수 (2020=100),64.1,60.133333333333326,60.33333333333332,62.35833333333333
컴퓨터사무용기계,2008-12-01,계절조정지수 (2020=100),57.2,59.06666666666666,61.18333333333333,62.30833333333334
컴퓨터사무용기계,2009-01-01,원지수 (2020=100),48.7,56.1,58.26666666666667,60.48333333333333
컴퓨터사무용기계,2009-01-01,계절조정지수 (2020=100),44.8,53.833333333333336,58.166666666666664,60.475
컴퓨터사무용기계,2009-02-01,원지수 (2020=100),54.0,55.6,57.883333333333326,60.19166666666666
컴퓨터사무용기계,2009-02-01,계절조정지수 (2020=100),56.9,52.96666666666667,57.349999999999994,60.324999999999996
컴퓨터사무용기계,2009-03-01,원지수 (2020=100),61.0,54.56666666666666,57.35,58.74166666666667
컴퓨터사무용기계,2009-03-01,계절조정지수 (2020=100),53.9,51.86666666666667,55.46666666666667,58.916666666666664
컴퓨터사무용기계,2009-04-01,원지수 (2020=100),55.5,56.833333333333336,56.46666666666666,58.40833333333333
컴퓨터사무용기계,2009-04-01,계절조정지수 (2020=100),59.2,56.666666666666664,55.25,58.63333333333333
컴퓨터사무용기계,2009-05-01,원지수 (2020=100),56.0,57.5,56.54999999999999,58.60833333333333
컴퓨터사무용기계,2009-05-01,계절조정지수 (2020=100),61.0,58.03333333333333,55.5,58.86666666666667
컴퓨터사무용기계,2009-06-01,원지수 (2020=100),67.8,59.76666666666667,57.166666666666664,58.75
컴퓨터사무용기계,2009-06-01,계절조정지수 (2020=100),62.1,60.76666666666667,56.31666666666667,58.75
컴퓨터사무용기계,2009-07-01,원지수 (2020=100),58.4,60.73333333333333,58.78333333333333,58.525000000000006
컴퓨터사무용기계,2009-07-01,계절조정지수 (2020=100),59.2,60.76666666666667,58.71666666666667,58.44166666666666
컴퓨터사무용기계,2009-08-01,원지수 (2020=100),58.5,61.56666666666666,59.53333333333334,58.708333333333336
컴퓨터사무용기계,2009-08-01,계절조정지수 (2020=100),64.2,61.833333333333336,59.93333333333334,58.64166666666667
컴퓨터사무용기계,2009-09-01,원지수 (2020=100),60.3,59.06666666666666,59.416666666666664,58.38333333333333
컴퓨터사무용기계,2009-09-01,계절조정지수 (2020=100),62.5,61.96666666666667,61.36666666666667,58.416666666666664
컴퓨터사무용기계,2009-10-01,원지수 (2020=100),61.1,59.96666666666666,60.35,58.40833333333333
컴퓨터사무용기계,2009-10-01,계절조정지수 (2020=100),61.2,62.633333333333326,61.699999999999996,58.475
컴퓨터사무용기계,2009-11-01,원지수 (2020=100),59.5,60.29999999999999,60.93333333333334,58.74166666666667
