"계정항목별",1995.1/4,1995.2/4,1995.3/4,1995.4/4,1996.1/4,1996.2/4,1996.3/4,1996.4/4,1997.1/4,1997.2/4,1997.3/4,1997.4/4,1998.1/4,1998.2/4,1998.3/4,1998.4/4,1999.1/4,1999.2/4,1999.3/4,1999.4/4,2000.1/4,2000.2/4,2000.3/4,2000.4/4,2001.1/4,2001.2/4,2001.3/4,2001.4/4,2002.1/4,2002.2/4,2002.3/4,2002.4/4,2003.1/4,2003.2/4,2003.3/4,2003.4/4,2004.1/4,2004.2/4,2004.3/4,2004.4/4,2005.1/4,2005.2/4,2005.3/4,2005.4/4,2006.1/4,2006.2/4,2006.3/4,2006.4/4,2007.1/4,2007.2/4,2007.3/4,2007.4/4,2008.1/4,2008.2/4,2008.3/4,2008.4/4,2009.1/4,2009.2/4,2009.3/4,2009.4/4,2010.1/4,2010.2/4,2010.3/4,2010.4/4,2011.1/4,2011.2/4,2011.3/4,2011.4/4,2012.1/4,2012.2/4,2012.3/4,2012.4/4,2013.1/4,2013.2/4,2013.3/4,2013.4/4,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4,2024.2/4,2024.3/4,2024.4/4,2025.1/4,2025.2/4
"운수업",5870.2,5981.8,6141.4,6334.9,6398.0,6452.3,6630.1,6831.1,7071.0,7209.5,7266.6,7398.2,6589.1,6755.5,6935.3,7164.9,7539.3,7990.5,8147.3,8373.6,8633.4,8850.3,8994.8,9283.2,8911.5,9353.1,9637.8,9740.5,9640.7,9806.7,9925.8,9817.0,9793.3,9804.8,10079.8,10256.4,10431.1,10597.8,10630.7,10582.5,10775.2,10874.4,11070.4,11230.6,11267.2,11517.9,11517.3,11767.6,12095.9,12307.7,12464.6,12533.0,12979.8,13140.2,13322.5,12807.9,12046.5,12141.8,12824.6,13192.5,13869.8,14470.2,14394.8,14606.3,14662.9,15063.0,15245.0,15377.1,15728.9,15919.6,16119.1,16315.4,16567.0,16382.7,16330.6,16281.9,16590.6,16624.8,16808.5,17112.4,16893.8,17061.1,17504.2,17520.5,17465.3,17655.0,17543.0,17173.8,17854.9,17826.5,18060.5,18423.9,18394.3,18871.5,18915.2,19388.4,19165.4,19105.0,19172.6,19565.3,17739.2,15734.8,16477.8,16652.0,17931.8,18446.4,18388.1,18868.1,19369.8,20488.8,21000.3,21889.3,21960.1,24150.7,24843.9,25701.9,25232.3,26090.6,26827.5,27002.1,26223.5,26764.5
"금융 및 보험업",7835.7,7588.0,8259.3,8190.8,8238.3,8345.0,8585.0,8516.4,8676.5,8830.0,8807.6,8477.7,8021.2,7961.9,8358.1,8827.9,8633.4,8937.9,9141.1,9135.0,9690.8,8957.6,8157.3,8461.1,9825.5,9373.2,9185.8,9868.4,11682.5,11705.6,12092.4,11883.5,11662.8,11586.6,11923.5,11995.5,11519.4,11818.6,11924.6,11839.3,12104.8,12345.3,12838.6,12950.8,12963.3,13098.9,13087.7,13417.3,13913.0,14602.6,15164.4,15483.5,15494.1,15500.7,15935.4,15954.1,15966.9,16704.8,16998.8,16860.1,17088.6,16950.3,17003.0,17566.7,17541.6,17342.1,17408.5,17966.4,18378.1,18302.6,18399.2,18676.9,18985.2,19152.9,19224.2,19428.4,19687.1,20173.3,20494.6,20998.6,21270.5,21806.3,22193.8,21924.2,21961.5,21787.0,22070.4,22763.8,22539.8,23044.7,23203.5,23318.0,24180.8,24187.3,24419.0,24431.3,24560.2,25014.0,25055.1,25538.4,26367.2,27267.8,27870.3,28511.1,28651.6,28838.3,29710.9,30211.0,30121.9,29981.1,29693.5,30849.1,30535.6,30656.3,30455.6,29823.1,30668.0,31025.5,31991.3,32019.5,32343.8,32571.4
"부동산업",14591.9,15030.3,14998.9,15440.7,15851.0,16287.9,16680.4,17177.6,17740.6,18251.0,18753.0,19136.6,19438.1,19852.4,20292.4,20828.7,21003.7,21027.7,21047.0,21293.0,22089.5,22867.1,23983.5,23102.0,23055.1,23343.1,24047.4,24100.5,23903.1,24346.6,24600.3,24662.8,24879.7,25112.5,25131.3,25693.0,25817.8,26127.0,26398.9,26590.9,27181.3,27310.1,27694.8,27868.1,28063.1,28441.2,28723.5,29419.9,28974.7,29068.3,29700.0,29742.5,30299.7,30489.9,30507.0,30539.2,30265.4,30468.8,30951.2,31332.3,31314.7,30943.6,30715.4,30852.3,32071.9,31935.0,31957.7,31598.0,32014.9,32001.8,32126.6,32171.6,31944.6,32086.6,32241.3,32583.6,33002.7,33248.4,33405.7,33622.1,33632.4,33860.7,34177.6,34738.8,34905.1,35517.9,36108.8,36299.2,36809.5,36631.8,36962.3,37073.7,38194.8,38046.1,37976.5,38185.4,38618.1,38590.4,38815.6,39417.4,39597.6,40184.0,40686.9,40561.6,41030.8,41299.9,40809.0,40601.4,40249.4,39974.7,40058.7,40164.9,40192.9,40201.4,40495.4,40701.9,40964.2,41566.4,41165.3,41114.1,40703.3,41078.5
"정보통신업",2600.8,2755.1,2976.8,3043.9,3187.3,3343.4,3624.5,3625.6,3654.8,3853.0,4251.3,4202.8,3823.6,4045.1,4511.8,4416.6,4615.9,5030.8,5502.8,5865.8,6335.6,6745.6,6968.1,7378.2,7855.1,8026.3,8161.0,8773.0,9251.4,9464.0,9661.4,10006.6,9958.1,10073.4,10347.2,10568.5,10900.5,11103.5,11184.2,11574.3,11869.0,12079.3,12454.3,12729.8,12586.1,12797.5,12918.6,13314.2,12998.7,13169.4,13474.4,13811.9,13860.4,13863.3,13892.7,13867.7,14100.1,14374.1,14334.7,14588.6,14658.4,14718.2,14910.2,15202.1,15560.0,15564.2,15674.0,15760.3,15981.0,16315.4,16149.8,16399.6,16839.3,17216.0,17063.4,17068.9,17181.9,17292.1,17308.6,17428.9,17081.0,17150.5,17773.9,18103.1,18097.7,18550.8,18935.8,18810.7,18856.9,18741.9,19564.0,20046.2,20196.6,20152.2,20451.8,20441.9,21191.5,21380.1,21313.8,21690.4,22263.1,22335.4,21927.0,22689.8,23400.5,24099.3,24622.3,25391.3,24115.0,25096.1,25293.2,25282.6,25685.2,25662.7,26451.3,26605.1,26458.2,25696.0,26217.0,26588.8,26772.0,26562.4
"통신업",430.4,457.5,483.9,498.5,539.2,573.6,606.9,641.9,664.2,713.5,786.0,830.8,815.2,868.9,928.8,958.7,1049.8,1057.5,1194.4,1300.8,1394.6,1551.3,1672.1,1762.6,2072.4,2150.9,2234.7,2403.4,2595.3,2646.3,2770.9,2895.4,2923.8,3018.3,3086.1,3162.6,3244.3,3302.2,3380.3,3505.7,3598.4,3680.4,3732.6,3808.7,3606.6,3630.9,3692.2,3695.3,3626.2,3658.6,3733.5,3812.9,3800.1,3794.1,3814.3,3801.2,3800.6,3814.7,3802.5,3787.5,3962.7,3951.1,3995.6,3936.8,4072.4,3998.8,3927.8,3858.7,3757.9,3796.3,3841.0,3972.1,4059.5,4273.1,4173.3,4080.6,4110.5,4001.6,4016.3,4066.3,4001.0,4021.3,4108.2,4188.3,4262.4,4343.3,4373.0,4341.5,4283.9,4287.4,4348.6,4353.2,4473.9,4514.2,4562.8,4624.4,4969.9,4969.3,5090.4,5166.3,5347.0,5450.6,5533.6,5703.6,5738.3,5825.6,6013.9,6156.5,6269.6,6376.5,6497.8,6616.2,6773.5,6914.0,6956.2,7049.8,6872.7,6947.1,7024.9,7159.1,7016.3,7340.6
"출판, 방송, 영상, 정보서비스",3125.6,3297.9,3647.8,3699.4,3750.9,3878.9,4309.7,4066.0,4008.1,4142.7,4578.4,4190.4,3548.5,3720.4,4357.7,4010.3,3994.9,4737.1,5015.0,5223.7,5691.4,5797.9,5714.6,6082.2,5898.0,5921.5,5870.5,6307.6,6477.8,6652.3,6585.4,6745.0,6628.7,6552.9,6766.9,6885.2,7145.7,7284.9,7210.0,7443.8,7632.3,7727.9,8102.5,8295.7,8531.7,8750.8,8777.2,9275.7,9015.6,9165.2,9397.9,9662.1,9742.9,9758.0,9755.7,9749.9,10026.7,10327.1,10301.8,10629.8,10406.5,10496.9,10645.9,11090.7,11269.0,11391.9,11631.4,11841.0,12227.3,12544.0,12290.9,12372.9,12730.3,12824.0,12806.6,12957.1,13031.6,13312.1,13308.8,13369.3,13079.2,13126.5,13690.9,13938.5,13826.8,14209.2,14589.2,14496.4,14624.0,14494.3,15303.6,15821.1,15817.8,15716.2,15974.5,15881.9,16249.7,16450.2,16229.2,16533.5,16929.5,16890.5,16383.0,16977.4,17662.2,18273.8,18608.4,19234.8,17891.8,18750.7,18834.9,18719.9,18976.6,18835.1,19559.1,19627.5,19633.3,18842.2,19276.6,19521.2,19807.8,19359.9
"사업서비스업",11736.8,12073.4,12293.7,12490.8,12897.7,13249.2,13320.7,13864.5,14130.8,14724.7,15084.8,15305.4,13734.4,13765.3,13671.1,13213.7,13660.5,13738.8,14183.4,14092.5,14285.2,14794.6,15268.0,16574.5,15253.8,15533.5,15875.3,16872.1,16724.3,17306.2,17984.9,18361.1,18351.7,18826.8,19313.6,19898.5,19770.1,19851.8,20063.6,20100.0,20561.2,20671.3,20881.3,21317.7,21804.7,22093.4,22367.0,22758.8,23293.9,23952.9,24225.0,24774.5,25145.1,25330.9,25510.0,25202.1,24738.6,25215.1,25723.2,26035.0,26888.1,27084.0,27427.1,27857.4,28093.1,28269.2,28544.5,28810.5,28813.9,29015.0,29054.0,29351.5,29993.7,30863.4,31373.6,31785.2,32125.5,32350.0,32730.0,33286.6,33687.8,33923.7,34558.0,35063.2,35287.0,35660.7,35678.2,35413.7,35850.9,35856.5,36263.5,36413.8,37770.6,37643.1,37729.4,37767.8,38031.4,38859.4,39467.8,39956.8,39216.5,38280.4,39438.1,39717.6,39520.1,39788.9,40114.0,40180.6,40727.2,40852.5,40605.2,41268.5,42198.0,42627.5,42810.3,43156.6,42714.7,42433.4,42437.0,42058.9,41884.4,41825.5
"전문, 과학 및 기술관련 서비스업",8758.2,8968.9,9318.9,9541.5,9603.9,9885.5,9946.0,10290.2,10408.8,10604.5,10437.9,10322.4,9163.6,9143.5,8922.1,8831.3,9416.8,9246.0,9907.8,9998.3,9697.8,9953.1,10455.7,10987.7,10847.4,11036.1,11273.2,11753.1,12042.2,12438.1,12783.8,12835.8,12639.6,12842.5,13068.1,13499.1,13234.9,13287.3,13443.0,13379.0,13648.7,13595.6,13683.7,13869.9,14462.4,14622.9,14699.5,14922.1,15253.3,15731.0,15820.7,16130.8,16176.7,16116.5,16528.8,16537.8,16178.1,16603.5,16613.7,16765.1,16920.1,16925.9,16771.0,16899.3,16874.8,16972.0,17235.0,17305.6,17204.8,17156.2,17352.3,17415.0,17521.2,18139.4,18374.0,18686.0,18537.9,18660.1,18993.5,19581.1,19796.2,19556.2,20229.3,20313.2,20616.9,20586.0,20356.3,20134.3,20262.7,20135.4,20196.5,20092.3,20883.5,20937.5,21048.9,20985.6,20991.9,21431.9,21770.8,22064.2,22213.2,21826.7,22372.6,22816.7,23208.2,23197.7,23175.9,23542.0,23790.7,23949.4,24051.6,24103.7,24619.3,24924.7,25167.7,25027.8,24780.3,24563.6,24665.5,24281.9,24191.3,24198.0
"사업지원 서비스업",3495.1,3616.1,3586.4,3606.2,3853.8,3948.2,3965.7,4160.7,4286.0,4602.1,4954.1,5177.3,4715.5,4750.0,4811.0,4527.8,4492.6,4662.8,4580.7,4452.4,4797.6,5028.4,5067.8,5740.6,4799.6,4894.4,5005.8,5470.0,5163.5,5358.5,5662.6,5923.4,6054.8,6296.3,6531.8,6705.6,6792.8,6822.6,6885.3,6961.8,7152.6,7287.4,7399.5,7630.5,7591.4,7716.1,7893.6,8059.3,8264.5,8461.9,8628.1,8862.3,9150.6,9361.1,9190.2,8913.6,8786.7,8861.5,9309.3,9463.7,10122.1,10297.7,10748.4,11034.0,11293.2,11371.7,11393.5,11581.6,11681.1,11922.2,11774.5,12003.8,12526.9,12785.8,13059.0,13163.1,13635.2,13737.5,13790.2,13772.7,13960.1,14416.0,14394.7,14805.5,14736.5,15124.5,15355.2,15307.5,15609.3,15733.5,16068.4,16310.4,16885.9,16708.5,16685.5,16784.5,17037.1,17424.5,17694.1,17890.4,17002.8,16453.9,17065.2,16901.6,16311.9,16591.1,16938.1,16638.5,16935.3,16898.2,16538.1,17163.7,17579.3,17700.9,17634.3,18136.2,17944.9,17883.9,17778.8,17795.3,17711.9,17642.9
"공공행정, 국방 및 사회보장",13412.6,13568.9,13763.1,14052.1,14345.3,14503.4,14687.8,14912.8,15216.0,15398.6,15560.4,15797.5,15983.3,16236.4,16023.2,16125.6,16482.3,16831.0,17008.4,17608.9,16994.7,17134.4,17322.3,17451.0,17465.9,17498.1,17592.9,17778.2,17976.9,18072.3,18212.5,18372.5,18564.9,18703.8,18877.1,19065.1,19231.7,19409.9,19595.6,19818.4,20010.3,20256.4,20472.0,20663.7,21026.1,21101.8,21263.5,21426.7,21643.9,21778.4,21990.0,22139.4,22284.3,22366.3,22479.6,22691.6,23083.5,23292.4,23489.1,23666.8,23775.9,24018.2,24264.6,24517.3,24538.1,24798.4,24956.0,25167.1,25447.3,25703.5,25856.6,26013.4,26123.6,26308.9,26434.2,26700.1,26848.9,27010.2,27204.5,27555.3,27663.9,27880.2,28099.1,28093.9,28376.0,28544.7,28720.6,28841.6,29096.9,29279.2,29441.9,29697.0,30052.9,30221.1,30399.9,30721.0,31148.3,31371.1,31695.7,31970.9,32100.5,32269.5,32587.0,32894.0,33210.7,33748.2,33859.1,34050.3,34344.3,34646.1,34884.6,35128.2,35231.7,35314.2,35504.6,35524.8,35795.9,36317.6,36221.9,36422.0,36633.6,37047.6
"교육서비스업",11936.9,11852.2,12149.2,12196.2,12236.8,12442.9,12554.3,12643.1,12705.2,12813.8,12932.7,12980.0,12708.3,12675.4,12813.7,12916.9,12970.2,13077.6,13244.2,13478.1,13454.1,13489.3,13625.1,13820.5,14093.4,14267.1,14436.1,14638.9,14974.0,15109.9,15388.7,15560.5,15840.6,16084.1,16176.4,16332.9,16480.5,16655.6,16748.8,16905.8,16977.6,17115.0,17276.3,17408.6,17689.4,17983.5,18234.7,18307.1,18437.6,18547.8,18798.5,18999.5,19148.2,19317.0,19522.4,19568.3,19464.0,19574.7,19605.8,19775.9,19739.2,19771.8,19939.8,20415.5,20351.4,20464.6,20602.3,20622.9,20920.9,20838.4,20861.0,21037.1,21199.1,21398.4,21559.8,21542.3,21602.6,21553.0,21476.0,21565.9,21644.0,21552.5,21638.3,21801.0,21768.1,21836.9,21922.0,22051.6,22046.9,22081.0,22110.4,22186.1,22443.6,22570.1,22778.6,22866.8,22674.8,22871.7,23116.5,23272.7,22591.7,22574.8,22483.8,22785.7,23344.8,23778.1,24115.4,24245.7,24416.2,24619.7,24768.9,24903.3,24902.3,24974.1,25031.4,25072.6,25193.9,25259.7,25223.2,25478.6,25246.8,25281.4
"의료, 보건업 및 사회복지서비스업",6391.6,6636.5,6937.9,7183.1,6778.7,7014.1,7196.7,7378.5,7577.3,7695.8,7656.1,7702.5,7177.7,7336.9,7513.3,7515.1,7576.0,7877.5,7972.8,7838.4,7981.2,7975.9,7428.3,7878.6,7401.6,7297.4,7518.1,7870.9,7954.3,8007.1,7917.0,8392.2,8699.5,8360.0,8703.6,8680.0,8963.4,9163.9,9261.2,9336.1,9420.3,9836.0,9957.4,10143.1,10155.4,10374.0,10694.3,10745.9,11235.7,11350.5,11469.0,11741.5,11735.0,11841.4,11958.5,12155.5,12495.0,12606.1,13006.7,13434.6,13323.9,13708.9,13939.2,14190.7,14552.8,14800.8,14833.8,14858.7,15647.5,15805.8,15967.7,16009.1,16130.5,16781.5,17216.7,17434.0,17825.0,17978.6,18251.1,18512.8,18802.2,18792.4,18911.0,19568.0,19951.5,20343.0,20708.1,20839.7,21230.2,21844.7,22031.6,22244.1,22756.2,23289.7,24044.8,24628.5,25236.5,25950.3,26412.0,26756.8,26537.8,26030.7,26692.1,26774.0,26992.6,27735.7,28670.3,28971.9,29345.8,29859.8,29906.6,30143.2,30402.5,30449.6,30768.5,31135.2,31491.7,31373.4,31930.5,32664.2,32684.4,33119.4
"문화 및 기타 서비스업",5769.8,5946.1,6106.1,6276.4,6399.4,6570.4,6691.0,6876.0,7016.0,7114.1,7229.1,7382.0,6574.6,6724.6,6665.6,6960.1,7219.6,7556.5,7488.1,7820.9,7990.0,8080.5,8312.4,8520.4,8583.6,8813.1,9093.2,9288.3,9608.7,10017.5,10164.3,10136.4,9688.5,9869.9,9899.1,10089.0,9817.8,9648.2,9824.2,9974.4,10120.0,10217.9,10171.1,10194.2,10718.4,10708.5,10901.9,10992.3,11410.2,11477.7,11658.2,11740.8,11861.9,11939.4,11886.7,11963.4,11892.1,11848.4,12132.6,12123.6,12397.9,12612.2,12754.0,12814.1,12705.1,12756.7,12566.3,12628.8,12736.5,12726.3,12737.5,12709.7,12676.0,12783.5,12962.2,12889.4,12773.7,12639.4,12880.3,12744.6,12575.4,12509.5,12554.0,12786.2,12885.3,13222.2,13242.3,13146.5,13046.4,13101.2,13240.0,13075.1,13754.9,13482.8,13514.9,13694.5,13753.7,14061.0,14074.1,14442.9,12793.0,11102.1,11540.2,11519.5,11868.7,12032.7,11963.5,12417.8,12334.6,12969.0,13506.4,13434.1,14172.9,14077.6,14259.0,14180.1,14617.3,14524.7,14210.4,14190.6,14308.3,14385.9
"예술, 스포츠 및 여가관련 서비스업",1934.1,2011.9,2100.4,2162.1,2244.8,2311.1,2351.1,2421.1,2500.8,2535.4,2583.6,2654.5,2383.0,2459.5,2392.6,2588.2,2634.9,2793.4,2699.8,2952.9,3012.4,3084.5,3185.1,3360.1,3445.2,3621.2,3782.3,3860.7,4068.1,4336.4,4413.3,4268.4,4129.3,4195.4,4208.7,4272.7,4238.8,4149.0,4274.7,4346.0,4385.6,4459.6,4429.3,4452.1,4691.5,4671.8,4786.2,4850.2,5117.6,5163.2,5278.2,5299.9,5377.6,5462.8,5433.4,5529.1,5471.2,5456.3,5675.5,5582.0,5784.3,5854.6,5897.0,5873.6,5740.4,5748.0,5618.2,5748.1,5663.6,5627.2,5634.9,5567.5,5508.2,5623.1,5673.6,5613.9,5563.6,5362.7,5528.7,5441.6,5369.6,5235.0,5245.3,5472.4,5462.8,5634.5,5697.2,5605.2,5542.6,5596.9,5694.5,5847.3,6332.8,6247.2,6277.1,6501.3,6422.5,6723.9,6763.0,7214.9,5922.3,4356.3,4903.4,4881.0,5263.4,5426.5,5514.0,5823.8,5762.1,6125.8,6614.4,6419.4,7044.9,6984.0,7027.9,7132.6,7372.3,7400.3,7082.2,7051.0,7164.0,7299.6
"기타 서비스업",3886.3,3983.5,4051.1,4160.4,4195.5,4300.4,4382.1,4497.6,4554.4,4618.4,4684.8,4765.3,4224.7,4297.1,4308.4,4401.6,4619.5,4797.0,4826.9,4898.6,5009.8,5026.6,5158.3,5187.2,5166.8,5219.4,5338.3,5455.6,5572.5,5716.1,5786.6,5901.3,5591.5,5707.0,5723.0,5848.8,5610.8,5530.6,5581.1,5660.4,5767.0,5790.5,5774.0,5774.1,6059.9,6070.3,6148.8,6174.5,6324.4,6346.0,6411.2,6472.7,6516.2,6507.8,6484.5,6464.8,6452.4,6423.5,6490.5,6573.7,6648.9,6792.3,6891.2,6972.8,6993.3,7036.7,6973.9,6910.9,7101.5,7127.8,7131.2,7170.9,7198.9,7189.9,7319.2,7306.7,7241.7,7316.8,7388.5,7341.4,7244.3,7322.1,7357.2,7351.8,7465.0,7628.0,7579.1,7580.9,7545.2,7542.6,7580.4,7239.4,7420.7,7230.7,7231.4,7174.3,7322.2,7319.0,7291.2,7192.0,6858.3,6756.3,6637.6,6639.6,6605.3,6606.2,6449.4,6594.0,6573.9,6845.2,6896.4,7017.5,7135.2,7100.6,7237.5,7056.0,7257.2,7140.0,7136.2,7146.6,7153.4,7102.0
"총부가가치(기초가격)",165453.2,168591.4,171964.1,175174.0,178706.5,182013.7,185675.9,188907.4,189897.6,196444.7,198336.4,197470.3,184857.3,183277.0,186947.2,191685.1,196466.4,205687.1,211409.9,216710.8,220819.8,224778.3,229919.7,230193.7,232332.2,235084.6,238192.0,242174.3,249166.7,254230.8,258853.0,261316.9,260076.9,260311.8,264556.7,271368.2,275018.8,277560.5,278558.9,280743.9,283321.1,288322.4,292623.8,296109.6,300558.0,303306.6,307712.1,310482.7,316900.3,321884.7,326419.9,332452.5,336235.7,337461.1,339675.3,327782.8,327555.2,333357.8,344611.9,347327.6,354510.9,359878.4,363382.8,368898.7,372540.4,373609.5,375429.5,377789.1,381560.8,383513.6,385185.3,388057.7,391593.3,396587.5,400281.7,403526.2,406555.6,410493.1,411018.8,413521.9,417056.9,418638.9,424793.0,427900.4,429313.5,434771.0,436302.6,439808.4,445234.8,448266.4,454651.4,452978.3,460416.8,464287.0,467089.7,469627.5,469870.3,476543.6,477699.0,483044.7,476161.2,461797.1,472362.5,480455.4,487716.9,492991.7,494546.5,501937.4,504968.7,510173.2,512988.7,512010.6,514292.2,518455.9,523362.5,525449.9,530711.8,530834.0,531819.1,531090.2,530360.0,535172.8
"순생산물세",16612.2,16946.6,17487.9,17873.0,18217.5,18712.6,18733.3,19094.1,19109.9,19901.0,20126.0,19646.8,17678.6,17680.0,17941.3,18309.7,20168.2,20271.8,21059.1,22020.0,22654.8,22446.0,24096.1,22975.2,23389.7,24477.2,24678.2,24699.2,25158.1,25333.0,25897.9,26124.2,25838.1,25798.5,26136.9,26744.3,27317.0,27316.1,27120.3,27433.0,27729.4,28562.9,28708.0,28908.0,29626.8,29265.4,30069.7,30105.9,29731.7,30612.8,30256.3,31244.4,30240.3,30349.0,30575.1,29963.4,31054.7,30186.2,30090.6,30131.5,31729.3,32590.1,33071.1,33164.4,33369.1,34035.1,34105.1,34484.2,34664.4,34469.4,34661.3,34914.6,34731.2,34552.0,35183.5,35755.6,36102.8,36365.4,37007.1,36880.0,37240.8,37623.0,38240.7,38720.6,39116.5,39526.6,39836.9,39992.0,39962.9,40504.8,40831.7,41375.6,41178.6,41211.8,40990.7,41295.7,41491.7,41556.0,41456.9,41283.3,41442.2,41671.9,42256.5,42319.7,43014.1,45128.3,43561.1,44526.9,43594.1,43251.3,43172.2,42116.6,41831.2,41493.5,40987.3,41657.0,43069.9,41588.8,41094.1,42310.2,41771.7,40784.0
"국내총생산(시장가격, GDP)",182209.4,185683.6,189589.1,193183.4,197063.4,200858.6,204565.9,208158.9,209163.5,216503.8,218621.3,217284.7,202695.9,201114.3,205049.8,210160.9,216688.0,226088.5,232582.6,238809.5,243573.1,247325.9,254117.2,253273.0,255820.8,259678.3,262985.6,266982.9,274419.9,279643.7,284837.5,287527.5,285982.5,286171.6,290747.7,298161.4,302404.3,304926.1,305706.2,308211.9,311097.1,316930.1,321379.3,325066.9,330234.4,332617.8,337830.8,340636.5,346675.0,352543.6,356718.2,363742.3,366484.8,367818.8,370260.1,357768.2,358711.7,363561.0,374652.0,377396.3,386238.5,392479.0,396469.6,402066.0,405904.8,407666.7,409552.3,412298.9,416240.7,417998.0,419861.6,422987.5,426342.4,431160.1,435484.7,439300.3,442669.9,446872.4,448023.5,450409.2,454302.8,456256.6,463025.5,466604.0,468400.3,474271.5,476105.6,479773.7,485188.1,488752.2,495472.5,494319.3,501586.1,505496.7,508089.3,510930.2,511364.0,518107.4,519165.9,524345.1,517612.0,503461.2,514615.0,522778.3,530731.1,538119.9,538107.6,546464.3,548545.8,553397.8,556130.3,554084.9,556056.4,559865.6,564243.5,567012.3,573667.3,572357.1,572866.1,573311.8,572057.7,575918.3
"교역조건 변화를 반영한 실질무역손익",25000.0,24269.3,24020.2,25501.0,24681.6,25341.2,23852.4,22410.6,22782.1,22813.1,20747.9,19656.7,16988.4,13934.1,16202.9,16814.0,18398.1,17205.9,13327.3,14377.8,12497.8,10448.6,11005.6,7767.9,11054.6,8362.9,7818.1,7469.8,13591.0,10816.3,11217.3,9305.7,9177.5,9872.1,10532.4,11576.8,7780.1,6605.4,6656.7,8360.6,7081.6,4539.3,2515.5,2323.4,-1742.1,-2433.2,-1796.1,1269.1,-1881.4,-2314.7,-526.2,-4499.7,-9293.2,-11528.6,-14831.1,-14313.0,-11777.8,-954.9,-5263.5,-4978.0,-5276.9,-4426.7,-4287.6,-7759.9,-16080.5,-14822.9,-13958.7,-15804.6,-17168.5,-17738.7,-12328.1,-13619.1,-14533.8,-10783.0,-9801.5,-11069.3,-11649.4,-9948.0,-11550.0,-7672.3,4327.5,6868.7,6180.0,6948.7,15640.0,13655.9,10755.6,11138.0,13029.0,11880.9,14194.7,9166.1,13176.5,7671.7,4478.0,-49.6,4888.4,-4868.3,-7783.8,-9382.1,-2685.8,1062.5,1255.5,367.8,3131.7,-4786.7,-6182.0,-13783.1,-12841.5,-22655.3,-30988.4,-28138.2,-26571.3,-27917.8,-20035.8,-17135.0,-13222.9,-14250.0,-13567.6,-10839.1,-13027.6,-8594.0
"국내총소득(GDI)",207209.4,209952.9,213609.4,218684.4,221745.1,226199.8,228418.4,230569.5,231945.6,239316.9,239369.2,236941.4,219684.3,215048.4,221252.6,226974.9,235086.1,243294.4,245909.9,253187.3,256070.9,257774.5,265122.8,261040.9,266875.4,268041.2,270803.7,274452.8,288010.9,290460.0,296054.8,296833.2,295159.9,296043.7,301280.1,309738.3,310184.4,311531.6,312363.0,316572.5,318178.7,321469.4,323894.8,327390.3,328492.2,330184.7,336034.7,341905.7,344793.5,350228.9,356192.0,359242.5,357191.6,356290.2,355428.9,343455.2,346934.0,362606.1,369388.5,372418.3,380961.6,388052.2,392182.0,394306.1,389824.3,392843.8,395593.7,396494.3,399072.3,400259.3,407533.4,409368.4,411808.6,420377.0,425683.2,428231.0,431020.4,436924.3,436473.5,442736.9,458630.3,463125.3,469205.6,473552.7,484040.4,487927.4,486861.2,490911.7,498217.0,500633.1,509667.2,503485.4,514762.6,513168.5,512567.3,510880.6,516252.4,513239.1,511382.1,514963.0,514926.2,504523.7,515870.5,523146.2,533862.8,533333.2,531925.7,532681.2,535704.3,530742.5,525142.0,525946.7,529485.1,531947.8,544207.6,549877.3,560444.4,558107.2,559298.5,562472.7,559030.1,567324.3
"국외순수취요소소득",-633.4,-852.8,-833.4,-715.8,-812.2,-824.2,-483.1,-1007.4,-1201.6,-1134.7,-1299.3,-1267.1,-2216.4,-1984.9,-2956.1,-3797.2,-3000.1,-2689.6,-2444.8,-2594.1,-1895.0,-1569.3,-2148.5,-1337.9,-2209.5,-1294.1,-1892.3,-1825.1,-1441.1,-1645.9,-321.3,-858.2,-1088.6,-1703.9,-818.9,-482.9,-582.8,-1350.8,-769.5,543.9,-771.5,-2038.0,-3545.4,-2692.7,-1988.6,-1121.0,-392.7,-414.0,-2056.2,-1044.6,613.2,-1135.7,861.4,-641.6,-1851.9,1827.8,-1066.5,114.0,-388.4,-760.9,1723.6,1362.4,1625.7,-2476.3,524.3,2121.9,3786.6,3144.2,3704.5,5461.8,3802.9,3665.0,2595.3,3100.0,1993.2,2841.6,-281.0,3081.7,1925.2,3567.4,4867.3,-127.4,1152.1,-235.3,1426.4,3009.3,1612.2,667.4,1502.2,610.6,2976.7,2583.5,2095.3,1590.4,1821.0,2177.1,929.5,3688.2,6999.1,4869.3,4757.8,3602.3,2803.2,5780.5,4366.9,11116.0,2305.1,4765.7,4967.7,6921.4,6643.9,7051.2,8376.5,6831.5,7108.3,8767.1,7889.1,7356.8,8126.0,8929.6,12953.6,10212.1
