도메인,날짜,지수종류,돈
컴퓨터사무용기계,2009-10-01,계절조정지수 (2020=100),61.2
컴퓨터사무용기계,2009-11-01,원지수 (2020=100),59.5
컴퓨터사무용기계,2009-11-01,계절조정지수 (2020=100),63.0
컴퓨터사무용기계,2009-12-01,원지수 (2020=100),73.7
컴퓨터사무용기계,2009-12-01,계절조정지수 (2020=100),66.2
컴퓨터사무용기계,2010-01-01,원지수 (2020=100),60.6
컴퓨터사무용기계,2010-01-01,계절조정지수 (2020=100),56.9
컴퓨터사무용기계,2010-02-01,원지수 (2020=100),67.5
컴퓨터사무용기계,2010-02-01,계절조정지수 (2020=100),69.7
컴퓨터사무용기계,2010-03-01,원지수 (2020=100),84.1
컴퓨터사무용기계,2010-03-01,계절조정지수 (2020=100),74.5
컴퓨터사무용기계,2010-04-01,원지수 (2020=100),65.1
컴퓨터사무용기계,2010-04-01,계절조정지수 (2020=100),66.7
컴퓨터사무용기계,2010-05-01,원지수 (2020=100),70.0
컴퓨터사무용기계,2010-05-01,계절조정지수 (2020=100),72.0
컴퓨터사무용기계,2010-06-01,원지수 (2020=100),78.7
컴퓨터사무용기계,2010-06-01,계절조정지수 (2020=100),74.1
컴퓨터사무용기계,2010-07-01,원지수 (2020=100),78.4
컴퓨터사무용기계,2010-07-01,계절조정지수 (2020=100),78.5
컴퓨터사무용기계,2010-08-01,원지수 (2020=100),71.1
컴퓨터사무용기계,2010-08-01,계절조정지수 (2020=100),79.7
컴퓨터사무용기계,2010-09-01,원지수 (2020=100),83.9
컴퓨터사무용기계,2010-09-01,계절조정지수 (2020=100),87.5
컴퓨터사무용기계,2010-10-01,원지수 (2020=100),84.9
컴퓨터사무용기계,2010-10-01,계절조정지수 (2020=100),87.8
컴퓨터사무용기계,2010-11-01,원지수 (2020=100),100.0
컴퓨터사무용기계,2010-11-01,계절조정지수 (2020=100),107.0
컴퓨터사무용기계,2010-12-01,원지수 (2020=100),88.3
컴퓨터사무용기계,2010-12-01,계절조정지수 (2020=100),76.9
컴퓨터사무용기계,2011-01-01,원지수 (2020=100),99.8
컴퓨터사무용기계,2011-01-01,계절조정지수 (2020=100),85.7
컴퓨터사무용기계,2011-02-01,원지수 (2020=100),78.1
컴퓨터사무용기계,2011-02-01,계절조정지수 (2020=100),82.8
컴퓨터사무용기계,2011-03-01,원지수 (2020=100),99.4
컴퓨터사무용기계,2011-03-01,계절조정지수 (2020=100),87.8
컴퓨터사무용기계,2011-04-01,원지수 (2020=100),89.5
컴퓨터사무용기계,2011-04-01,계절조정지수 (2020=100),92.2
컴퓨터사무용기계,2011-05-01,원지수 (2020=100),90.2
컴퓨터사무용기계,2011-05-01,계절조정지수 (2020=100),93.9
컴퓨터사무용기계,2011-06-01,원지수 (2020=100),99.6
컴퓨터사무용기계,2011-06-01,계절조정지수 (2020=100),95.2
컴퓨터사무용기계,2011-07-01,원지수 (2020=100),95.4
컴퓨터사무용기계,2011-07-01,계절조정지수 (2020=100),97.1
컴퓨터사무용기계,2011-08-01,원지수 (2020=100),93.2
컴퓨터사무용기계,2011-08-01,계절조정지수 (2020=100),106.5
컴퓨터사무용기계,2011-09-01,원지수 (2020=100),76.6
컴퓨터사무용기계,2011-09-01,계절조정지수 (2020=100),84.1
컴퓨터사무용기계,2011-10-01,원지수 (2020=100),81.9
컴퓨터사무용기계,2011-10-01,계절조정지수 (2020=100),85.2
컴퓨터사무용기계,2011-11-01,원지수 (2020=100),80.1
컴퓨터사무용기계,2011-11-01,계절조정지수 (2020=100),86.6
컴퓨터사무용기계,2011-12-01,원지수 (2020=100),81.6
컴퓨터사무용기계,2011-12-01,계절조정지수 (2020=100),72.4
컴퓨터사무용기계,2012-01-01,원지수 (2020=100),90.5
컴퓨터사무용기계,2012-01-01,계절조정지수 (2020=100),80.0
컴퓨터사무용기계,2012-02-01,원지수 (2020=100),88.8
컴퓨터사무용기계,2012-02-01,계절조정지수 (2020=100),88.8
컴퓨터사무용기계,2012-03-01,원지수 (2020=100),85.9
컴퓨터사무용기계,2012-03-01,계절조정지수 (2020=100),75.7
컴퓨터사무용기계,2012-04-01,원지수 (2020=100),84.0
컴퓨터사무용기계,2012-04-01,계절조정지수 (2020=100),85.2
컴퓨터사무용기계,2012-05-01,원지수 (2020=100),83.3
컴퓨터사무용기계,2012-05-01,계절조정지수 (2020=100),86.4
컴퓨터사무용기계,2012-06-01,원지수 (2020=100),87.6
컴퓨터사무용기계,2012-06-01,계절조정지수 (2020=100),85.8
컴퓨터사무용기계,2012-07-01,원지수 (2020=100),81.0
컴퓨터사무용기계,2012-07-01,계절조정지수 (2020=100),83.1
컴퓨터사무용기계,2012-08-01,원지수 (2020=100),62.7
컴퓨터사무용기계,2012-08-01,계절조정지수 (2020=100),72.2
컴퓨터사무용기계,2012-09-01,원지수 (2020=100),62.5
컴퓨터사무용기계,2012-09-01,계절조정지수 (2020=100),71.4
컴퓨터사무용기계,2012-10-01,원지수 (2020=100),77.3
컴퓨터사무용기계,2012-10-01,계절조정지수 (2020=100),80.1
컴퓨터사무용기계,2012-11-01,원지수 (2020=100),76.4
컴퓨터사무용기계,2012-11-01,계절조정지수 (2020=100),83.4
컴퓨터사무용기계,2012-12-01,원지수 (2020=100),85.4
컴퓨터사무용기계,2012-12-01,계절조정지수 (2020=100),74.7
컴퓨터사무용기계,2013-01-01,원지수 (2020=100),96.1
컴퓨터사무용기계,2013-01-01,계절조정지수 (2020=100),84.1
컴퓨터사무용기계,2013-02-01,원지수 (2020=100),82.9
컴퓨터사무용기계,2013-02-01,계절조정지수 (2020=100),81.4
컴퓨터사무용기계,2013-03-01,원지수 (2020=100),85.6
컴퓨터사무용기계,2013-03-01,계절조정지수 (2020=100),76.6
컴퓨터사무용기계,2013-04-01,원지수 (2020=100),80.2
컴퓨터사무용기계,2013-04-01,계절조정지수 (2020=100),80.9
컴퓨터사무용기계,2013-05-01,원지수 (2020=100),73.5
컴퓨터사무용기계,2013-05-01,계절조정지수 (2020=100),77.1
컴퓨터사무용기계,2013-06-01,원지수 (2020=100),70.5
컴퓨터사무용기계,2013-06-01,계절조정지수 (2020=100),72.0
컴퓨터사무용기계,2013-07-01,원지수 (2020=100),71.8
컴퓨터사무용기계,2013-07-01,계절조정지수 (2020=100),73.6
컴퓨터사무용기계,2013-08-01,원지수 (2020=100),65.1
컴퓨터사무용기계,2013-08-01,계절조정지수 (2020=100),76.7
컴퓨터사무용기계,2013-09-01,원지수 (2020=100),68.3
컴퓨터사무용기계,2013-09-01,계절조정지수 (2020=100),75.6
컴퓨터사무용기계,2013-10-01,원지수 (2020=100),69.3
컴퓨터사무용기계,2013-10-01,계절조정지수 (2020=100),72.6
컴퓨터사무용기계,2013-11-01,원지수 (2020=100),62.4
컴퓨터사무용기계,2013-11-01,계절조정지수 (2020=100),69.9
컴퓨터사무용기계,2013-12-01,원지수 (2020=100),96.2
컴퓨터사무용기계,2013-12-01,계절조정지수 (2020=100),78.3
컴퓨터사무용기계,2014-01-01,원지수 (2020=100),93.1
컴퓨터사무용기계,2014-01-01,계절조정지수 (2020=100),77.0
컴퓨터사무용기계,2014-02-01,원지수 (2020=100),72.2
컴퓨터사무용기계,2014-02-01,계절조정지수 (2020=100),72.9
컴퓨터사무용기계,2014-03-01,원지수 (2020=100),96.6
컴퓨터사무용기계,2014-03-01,계절조정지수 (2020=100),84.6
컴퓨터사무용기계,2014-04-01,원지수 (2020=100),74.1
컴퓨터사무용기계,2014-04-01,계절조정지수 (2020=100),73.0
컴퓨터사무용기계,2014-05-01,원지수 (2020=100),67.0
컴퓨터사무용기계,2014-05-01,계절조정지수 (2020=100),73.1
컴퓨터사무용기계,2014-06-01,원지수 (2020=100),70.1
컴퓨터사무용기계,2014-06-01,계절조정지수 (2020=100),71.4
컴퓨터사무용기계,2014-07-01,원지수 (2020=100),68.5
컴퓨터사무용기계,2014-07-01,계절조정지수 (2020=100),72.0
컴퓨터사무용기계,2014-08-01,원지수 (2020=100),62.6
컴퓨터사무용기계,2014-08-01,계절조정지수 (2020=100),72.8
컴퓨터사무용기계,2014-09-01,원지수 (2020=100),68.4
컴퓨터사무용기계,2014-09-01,계절조정지수 (2020=100),77.1
컴퓨터사무용기계,2014-10-01,원지수 (2020=100),76.6
컴퓨터사무용기계,2014-10-01,계절조정지수 (2020=100),78.2
컴퓨터사무용기계,2014-11-01,원지수 (2020=100),67.2
컴퓨터사무용기계,2014-11-01,계절조정지수 (2020=100),75.6
컴퓨터사무용기계,2014-12-01,원지수 (2020=100),96.4
컴퓨터사무용기계,2014-12-01,계절조정지수 (2020=100),76.4
컴퓨터사무용기계,2015-01-01,원지수 (2020=100),81.5
컴퓨터사무용기계,2015-01-01,계절조정지수 (2020=100),71.6
컴퓨터사무용기계,2015-02-01,원지수 (2020=100),76.8
컴퓨터사무용기계,2015-02-01,계절조정지수 (2020=100),73.0
컴퓨터사무용기계,2015-03-01,원지수 (2020=100),82.8
컴퓨터사무용기계,2015-03-01,계절조정지수 (2020=100),72.1
컴퓨터사무용기계,2015-04-01,원지수 (2020=100),71.7
컴퓨터사무용기계,2015-04-01,계절조정지수 (2020=100),70.9
컴퓨터사무용기계,2015-05-01,원지수 (2020=100),64.6
컴퓨터사무용기계,2015-05-01,계절조정지수 (2020=100),72.2
컴퓨터사무용기계,2015-06-01,원지수 (2020=100),66.5
컴퓨터사무용기계,2015-06-01,계절조정지수 (2020=100),68.5
컴퓨터사무용기계,2015-07-01,원지수 (2020=100),65.0
컴퓨터사무용기계,2015-07-01,계절조정지수 (2020=100),69.8
컴퓨터사무용기계,2015-08-01,원지수 (2020=100),64.4
컴퓨터사무용기계,2015-08-01,계절조정지수 (2020=100),72.1
컴퓨터사무용기계,2015-09-01,원지수 (2020=100),61.2
컴퓨터사무용기계,2015-09-01,계절조정지수 (2020=100),68.7
컴퓨터사무용기계,2015-10-01,원지수 (2020=100),63.5
컴퓨터사무용기계,2015-10-01,계절조정지수 (2020=100),68.2
컴퓨터사무용기계,2015-11-01,원지수 (2020=100),61.7
컴퓨터사무용기계,2015-11-01,계절조정지수 (2020=100),67.8
컴퓨터사무용기계,2015-12-01,원지수 (2020=100),91.8
컴퓨터사무용기계,2015-12-01,계절조정지수 (2020=100),71.8
컴퓨터사무용기계,2016-01-01,원지수 (2020=100),76.3
컴퓨터사무용기계,2016-01-01,계절조정지수 (2020=100),65.8
컴퓨터사무용기계,2016-02-01,원지수 (2020=100),77.5
컴퓨터사무용기계,2016-02-01,계절조정지수 (2020=100),75.6
컴퓨터사무용기계,2016-03-01,원지수 (2020=100),83.4
컴퓨터사무용기계,2016-03-01,계절조정지수 (2020=100),72.4
컴퓨터사무용기계,2016-04-01,원지수 (2020=100),70.1
컴퓨터사무용기계,2016-04-01,계절조정지수 (2020=100),69.4
컴퓨터사무용기계,2016-05-01,원지수 (2020=100),61.7
컴퓨터사무용기계,2016-05-01,계절조정지수 (2020=100),69.3
컴퓨터사무용기계,2016-06-01,원지수 (2020=100),78.3
컴퓨터사무용기계,2016-06-01,계절조정지수 (2020=100),81.2
컴퓨터사무용기계,2016-07-01,원지수 (2020=100),63.8
컴퓨터사무용기계,2016-07-01,계절조정지수 (2020=100),71.0
컴퓨터사무용기계,2016-08-01,원지수 (2020=100),64.7
컴퓨터사무용기계,2016-08-01,계절조정지수 (2020=100),71.2
컴퓨터사무용기계,2016-09-01,원지수 (2020=100),69.5
컴퓨터사무용기계,2016-09-01,계절조정지수 (2020=100),76.2
컴퓨터사무용기계,2016-10-01,원지수 (2020=100),67.8
컴퓨터사무용기계,2016-10-01,계절조정지수 (2020=100),75.0
컴퓨터사무용기계,2016-11-01,원지수 (2020=100),70.7
컴퓨터사무용기계,2016-11-01,계절조정지수 (2020=100),77.4
컴퓨터사무용기계,2016-12-01,원지수 (2020=100),91.7
컴퓨터사무용기계,2016-12-01,계절조정지수 (2020=100),70.0
컴퓨터사무용기계,2017-01-01,원지수 (2020=100),95.1
컴퓨터사무용기계,2017-01-01,계절조정지수 (2020=100),76.0
컴퓨터사무용기계,2017-02-01,원지수 (2020=100),88.1
컴퓨터사무용기계,2017-02-01,계절조정지수 (2020=100),86.2
컴퓨터사무용기계,2017-03-01,원지수 (2020=100),90.7
컴퓨터사무용기계,2017-03-01,계절조정지수 (2020=100),78.8
컴퓨터사무용기계,2017-04-01,원지수 (2020=100),76.1
컴퓨터사무용기계,2017-04-01,계절조정지수 (2020=100),78.3
컴퓨터사무용기계,2017-05-01,원지수 (2020=100),66.8
컴퓨터사무용기계,2017-05-01,계절조정지수 (2020=100),76.8
컴퓨터사무용기계,2017-06-01,원지수 (2020=100),79.5
컴퓨터사무용기계,2017-06-01,계절조정지수 (2020=100),82.5
컴퓨터사무용기계,2017-07-01,원지수 (2020=100),89.4
컴퓨터사무용기계,2017-07-01,계절조정지수 (2020=100),100.1
컴퓨터사무용기계,2017-08-01,원지수 (2020=100),80.0
컴퓨터사무용기계,2017-08-01,계절조정지수 (2020=100),87.0
컴퓨터사무용기계,2017-09-01,원지수 (2020=100),83.2
컴퓨터사무용기계,2017-09-01,계절조정지수 (2020=100),92.5
컴퓨터사무용기계,2017-10-01,원지수 (2020=100),70.5
컴퓨터사무용기계,2017-10-01,계절조정지수 (2020=100),77.1
컴퓨터사무용기계,2017-11-01,원지수 (2020=100),76.1
컴퓨터사무용기계,2017-11-01,계절조정지수 (2020=100),82.7
컴퓨터사무용기계,2017-12-01,원지수 (2020=100),109.0
컴퓨터사무용기계,2017-12-01,계절조정지수 (2020=100),89.5
컴퓨터사무용기계,2018-01-01,원지수 (2020=100),126.0
컴퓨터사무용기계,2018-01-01,계절조정지수 (2020=100),103.2
컴퓨터사무용기계,2018-02-01,원지수 (2020=100),83.9
컴퓨터사무용기계,2018-02-01,계절조정지수 (2020=100),80.8
컴퓨터사무용기계,2018-03-01,원지수 (2020=100),93.9
컴퓨터사무용기계,2018-03-01,계절조정지수 (2020=100),83.5
컴퓨터사무용기계,2018-04-01,원지수 (2020=100),86.8
컴퓨터사무용기계,2018-04-01,계절조정지수 (2020=100),85.2
컴퓨터사무용기계,2018-05-01,원지수 (2020=100),73.9
컴퓨터사무용기계,2018-05-01,계절조정지수 (2020=100),84.4
컴퓨터사무용기계,2018-06-01,원지수 (2020=100),78.5
컴퓨터사무용기계,2018-06-01,계절조정지수 (2020=100),83.1
컴퓨터사무용기계,2018-07-01,원지수 (2020=100),78.4
컴퓨터사무용기계,2018-07-01,계절조정지수 (2020=100),86.2
컴퓨터사무용기계,2018-08-01,원지수 (2020=100),82.0
컴퓨터사무용기계,2018-08-01,계절조정지수 (2020=100),88.5
컴퓨터사무용기계,2018-09-01,원지수 (2020=100),71.4
컴퓨터사무용기계,2018-09-01,계절조정지수 (2020=100),81.0
컴퓨터사무용기계,2018-10-01,원지수 (2020=100),78.3
컴퓨터사무용기계,2018-10-01,계절조정지수 (2020=100),85.0
컴퓨터사무용기계,2018-11-01,원지수 (2020=100),83.5
컴퓨터사무용기계,2018-11-01,계절조정지수 (2020=100),90.3
컴퓨터사무용기계,2018-12-01,원지수 (2020=100),116.1
컴퓨터사무용기계,2018-12-01,계절조정지수 (2020=100),94.7
컴퓨터사무용기계,2019-01-01,원지수 (2020=100),118.9
컴퓨터사무용기계,2019-01-01,계절조정지수 (2020=100),92.6
컴퓨터사무용기계,2019-02-01,원지수 (2020=100),88.7
컴퓨터사무용기계,2019-02-01,계절조정지수 (2020=100),90.6
컴퓨터사무용기계,2019-03-01,원지수 (2020=100),106.4
컴퓨터사무용기계,2019-03-01,계절조정지수 (2020=100),94.9
컴퓨터사무용기계,2019-04-01,원지수 (2020=100),97.8
컴퓨터사무용기계,2019-04-01,계절조정지수 (2020=100),95.8
컴퓨터사무용기계,2019-05-01,원지수 (2020=100),80.8
컴퓨터사무용기계,2019-05-01,계절조정지수 (2020=100),94.9
컴퓨터사무용기계,2019-06-01,원지수 (2020=100),89.9
컴퓨터사무용기계,2019-06-01,계절조정지수 (2020=100),97.2
컴퓨터사무용기계,2019-07-01,원지수 (2020=100),91.6
컴퓨터사무용기계,2019-07-01,계절조정지수 (2020=100),100.0
컴퓨터사무용기계,2019-08-01,원지수 (2020=100),92.6
컴퓨터사무용기계,2019-08-01,계절조정지수 (2020=100),102.0
컴퓨터사무용기계,2019-09-01,원지수 (2020=100),95.0
컴퓨터사무용기계,2019-09-01,계절조정지수 (2020=100),105.2
컴퓨터사무용기계,2019-10-01,원지수 (2020=100),103.9
컴퓨터사무용기계,2019-10-01,계절조정지수 (2020=100),113.7
컴퓨터사무용기계,2019-11-01,원지수 (2020=100),92.7
컴퓨터사무용기계,2019-11-01,계절조정지수 (2020=100),101.8
컴퓨터사무용기계,2019-12-01,원지수 (2020=100),124.8
컴퓨터사무용기계,2019-12-01,계절조정지수 (2020=100),101.4
컴퓨터사무용기계,2020-01-01,원지수 (2020=100),107.0
컴퓨터사무용기계,2020-01-01,계절조정지수 (2020=100),82.7
컴퓨터사무용기계,2020-02-01,원지수 (2020=100),69.6
컴퓨터사무용기계,2020-02-01,계절조정지수 (2020=100),68.9
컴퓨터사무용기계,2020-03-01,원지수 (2020=100),109.7
컴퓨터사무용기계,2020-03-01,계절조정지수 (2020=100),94.9
컴퓨터사무용기계,2020-04-01,원지수 (2020=100),110.2
컴퓨터사무용기계,2020-04-01,계절조정지수 (2020=100),107.4
컴퓨터사무용기계,2020-05-01,원지수 (2020=100),105.5
컴퓨터사무용기계,2020-05-01,계절조정지수 (2020=100),125.8
컴퓨터사무용기계,2020-06-01,원지수 (2020=100),101.7
컴퓨터사무용기계,2020-06-01,계절조정지수 (2020=100),104.3
컴퓨터사무용기계,2020-07-01,원지수 (2020=100),87.8
컴퓨터사무용기계,2020-07-01,계절조정지수 (2020=100),93.6
컴퓨터사무용기계,2020-08-01,원지수 (2020=100),89.4
컴퓨터사무용기계,2020-08-01,계절조정지수 (2020=100),99.9
컴퓨터사무용기계,2020-09-01,원지수 (2020=100),95.7
컴퓨터사무용기계,2020-09-01,계절조정지수 (2020=100),104.2
컴퓨터사무용기계,2020-10-01,원지수 (2020=100),98.8
컴퓨터사무용기계,2020-10-01,계절조정지수 (2020=100),107.7
컴퓨터사무용기계,2020-11-01,원지수 (2020=100),102.3
컴퓨터사무용기계,2020-11-01,계절조정지수 (2020=100),110.9
컴퓨터사무용기계,2020-12-01,원지수 (2020=100),122.4
컴퓨터사무용기계,2020-12-01,계절조정지수 (2020=100),99.8
컴퓨터사무용기계,2021-01-01,원지수 (2020=100),148.5
컴퓨터사무용기계,2021-01-01,계절조정지수 (2020=100),115.0
컴퓨터사무용기계,2021-02-01,원지수 (2020=100),108.6
컴퓨터사무용기계,2021-02-01,계절조정지수 (2020=100),105.0
컴퓨터사무용기계,2021-03-01,원지수 (2020=100),139.5
컴퓨터사무용기계,2021-03-01,계절조정지수 (2020=100),121.0
컴퓨터사무용기계,2021-04-01,원지수 (2020=100),112.6
컴퓨터사무용기계,2021-04-01,계절조정지수 (2020=100),113.2
컴퓨터사무용기계,2021-05-01,원지수 (2020=100),121.7
컴퓨터사무용기계,2021-05-01,계절조정지수 (2020=100),146.2
컴퓨터사무용기계,2021-06-01,원지수 (2020=100),103.0
컴퓨터사무용기계,2021-06-01,계절조정지수 (2020=100),105.1
컴퓨터사무용기계,2021-07-01,원지수 (2020=100),99.6
컴퓨터사무용기계,2021-07-01,계절조정지수 (2020=100),106.8
컴퓨터사무용기계,2021-08-01,원지수 (2020=100),103.8
컴퓨터사무용기계,2021-08-01,계절조정지수 (2020=100),111.9
컴퓨터사무용기계,2021-09-01,원지수 (2020=100),106.6
컴퓨터사무용기계,2021-09-01,계절조정지수 (2020=100),115.3
컴퓨터사무용기계,2021-10-01,원지수 (2020=100),100.5
컴퓨터사무용기계,2021-10-01,계절조정지수 (2020=100),110.7
컴퓨터사무용기계,2021-11-01,원지수 (2020=100),107.1
컴퓨터사무용기계,2021-11-01,계절조정지수 (2020=100),113.6
컴퓨터사무용기계,2021-12-01,원지수 (2020=100),135.7
컴퓨터사무용기계,2021-12-01,계절조정지수 (2020=100),109.7
컴퓨터사무용기계,2022-01-01,원지수 (2020=100),154.9
컴퓨터사무용기계,2022-01-01,계절조정지수 (2020=100),112.7
컴퓨터사무용기계,2022-02-01,원지수 (2020=100),139.7
컴퓨터사무용기계,2022-02-01,계절조정지수 (2020=100),140.3
컴퓨터사무용기계,2022-03-01,원지수 (2020=100),136.5
컴퓨터사무용기계,2022-03-01,계절조정지수 (2020=100),118.8
컴퓨터사무용기계,2022-04-01,원지수 (2020=100),115.1
컴퓨터사무용기계,2022-04-01,계절조정지수 (2020=100),117.6
컴퓨터사무용기계,2022-05-01,원지수 (2020=100),110.3
컴퓨터사무용기계,2022-05-01,계절조정지수 (2020=100),133.7
컴퓨터사무용기계,2022-06-01,원지수 (2020=100),110.9
컴퓨터사무용기계,2022-06-01,계절조정지수 (2020=100),112.7
컴퓨터사무용기계,2022-07-01,원지수 (2020=100),120.7
컴퓨터사무용기계,2022-07-01,계절조정지수 (2020=100),127.5
컴퓨터사무용기계,2022-08-01,원지수 (2020=100),109.0
컴퓨터사무용기계,2022-08-01,계절조정지수 (2020=100),118.1
컴퓨터사무용기계,2022-09-01,원지수 (2020=100),105.5
컴퓨터사무용기계,2022-09-01,계절조정지수 (2020=100),113.8
컴퓨터사무용기계,2022-10-01,원지수 (2020=100),97.3
컴퓨터사무용기계,2022-10-01,계절조정지수 (2020=100),112.3
컴퓨터사무용기계,2022-11-01,원지수 (2020=100),101.1
컴퓨터사무용기계,2022-11-01,계절조정지수 (2020=100),107.8
컴퓨터사무용기계,2022-12-01,원지수 (2020=100),104.7
컴퓨터사무용기계,2022-12-01,계절조정지수 (2020=100),88.5
컴퓨터사무용기계,2023-01-01,원지수 (2020=100),132.5
컴퓨터사무용기계,2023-01-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2023-02-01,원지수 (2020=100),103.6
컴퓨터사무용기계,2023-02-01,계절조정지수 (2020=100),100.5
컴퓨터사무용기계,2023-03-01,원지수 (2020=100),108.6
컴퓨터사무용기계,2023-03-01,계절조정지수 (2020=100),94.7
컴퓨터사무용기계,2023-04-01,원지수 (2020=100),92.2
컴퓨터사무용기계,2023-04-01,계절조정지수 (2020=100),95.5
컴퓨터사무용기계,2023-05-01,원지수 (2020=100),75.7
컴퓨터사무용기계,2023-05-01,계절조정지수 (2020=100),92.5
컴퓨터사무용기계,2023-06-01,원지수 (2020=100),93.4
컴퓨터사무용기계,2023-06-01,계절조정지수 (2020=100),96.5
컴퓨터사무용기계,2023-07-01,원지수 (2020=100),92.6
컴퓨터사무용기계,2023-07-01,계절조정지수 (2020=100),96.5
컴퓨터사무용기계,2023-08-01,원지수 (2020=100),79.7
컴퓨터사무용기계,2023-08-01,계절조정지수 (2020=100),86.6
컴퓨터사무용기계,2023-09-01,원지수 (2020=100),84.9
컴퓨터사무용기계,2023-09-01,계절조정지수 (2020=100),92.8
컴퓨터사무용기계,2023-10-01,원지수 (2020=100),81.1
컴퓨터사무용기계,2023-10-01,계절조정지수 (2020=100),90.7
컴퓨터사무용기계,2023-11-01,원지수 (2020=100),75.7
컴퓨터사무용기계,2023-11-01,계절조정지수 (2020=100),81.1
컴퓨터사무용기계,2023-12-01,원지수 (2020=100),113.7
컴퓨터사무용기계,2023-12-01,계절조정지수 (2020=100),96.1
컴퓨터사무용기계,2024-01-01,원지수 (2020=100),135.2
컴퓨터사무용기계,2024-01-01,계절조정지수 (2020=100),99.5
컴퓨터사무용기계,2024-02-01,원지수 (2020=100),99.8
컴퓨터사무용기계,2024-02-01,계절조정지수 (2020=100),96.1
컴퓨터사무용기계,2024-03-01,원지수 (2020=100),105.7
컴퓨터사무용기계,2024-03-01,계절조정지수 (2020=100),94.4
컴퓨터사무용기계,2024-04-01,원지수 (2020=100),88.9
컴퓨터사무용기계,2024-04-01,계절조정지수 (2020=100),91.2
컴퓨터사무용기계,2024-05-01,원지수 (2020=100),78.0
컴퓨터사무용기계,2024-05-01,계절조정지수 (2020=100),92.4
컴퓨터사무용기계,2024-06-01,원지수 (2020=100),120.9
컴퓨터사무용기계,2024-06-01,계절조정지수 (2020=100),124.7
컴퓨터사무용기계,2024-07-01,원지수 (2020=100),93.8
컴퓨터사무용기계,2024-07-01,계절조정지수 (2020=100),94.8
컴퓨터사무용기계,2024-08-01,원지수 (2020=100),90.6
컴퓨터사무용기계,2024-08-01,계절조정지수 (2020=100),98.4
컴퓨터사무용기계,2024-09-01,원지수 (2020=100),89.8
컴퓨터사무용기계,2024-09-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2024-10-01,원지수 (2020=100),87.3
컴퓨터사무용기계,2024-10-01,계절조정지수 (2020=100),97.9
컴퓨터사무용기계,2024-11-01,원지수 (2020=100),93.0
컴퓨터사무용기계,2024-11-01,계절조정지수 (2020=100),100.5
컴퓨터사무용기계,2024-12-01,원지수 (2020=100),123.5
컴퓨터사무용기계,2024-12-01,계절조정지수 (2020=100),104.0
컴퓨터사무용기계,2025-01-01,원지수 (2020=100),142.8
컴퓨터사무용기계,2025-01-01,계절조정지수 (2020=100),102.1
컴퓨터사무용기계,2025-02-01,원지수 (2020=100),106.8
컴퓨터사무용기계,2025-02-01,계절조정지수 (2020=100),103.1
컴퓨터사무용기계,2025-03-01,원지수 (2020=100),100.3
컴퓨터사무용기계,2025-03-01,계절조정지수 (2020=100),88.1
컴퓨터사무용기계,2025-04-01,원지수 (2020=100),117.8
컴퓨터사무용기계,2025-04-01,계절조정지수 (2020=100),126.2
컴퓨터사무용기계,2025-05-01,원지수 (2020=100),109.0
컴퓨터사무용기계,2025-05-01,계절조정지수 (2020=100),132.7
컴퓨터사무용기계,2025-06-01,원지수 (2020=100),89.1
컴퓨터사무용기계,2025-06-01,계절조정지수 (2020=100),89.7
컴퓨터사무용기계,2025-07-01,원지수 (2020=100),93.7
컴퓨터사무용기계,2025-07-01,계절조정지수 (2020=100),94.3
특수산업용기계,2015-01-01,원지수 (2020=100),71.0
특수산업용기계,2015-01-01,계절조정지수 (2020=100),80.1
특수산업용기계,2015-02-01,원지수 (2020=100),67.4
특수산업용기계,2015-02-01,계절조정지수 (2020=100),75.2
특수산업용기계,2015-03-01,원지수 (2020=100),84.8
특수산업용기계,2015-03-01,계절조정지수 (2020=100),74.4
특수산업용기계,2015-04-01,원지수 (2020=100),70.8
특수산업용기계,2015-04-01,계절조정지수 (2020=100),66.1
특수산업용기계,2015-05-01,원지수 (2020=100),42.8
특수산업용기계,2015-05-01,계절조정지수 (2020=100),39.3
특수산업용기계,2015-06-01,원지수 (2020=100),58.0
특수산업용기계,2015-06-01,계절조정지수 (2020=100),52.6
특수산업용기계,2015-07-01,원지수 (2020=100),69.4
특수산업용기계,2015-07-01,계절조정지수 (2020=100),67.4
특수산업용기계,2015-08-01,원지수 (2020=100),44.6
특수산업용기계,2015-08-01,계절조정지수 (2020=100),47.5
특수산업용기계,2015-09-01,원지수 (2020=100),38.7
특수산업용기계,2015-09-01,계절조정지수 (2020=100),42.2
특수산업용기계,2015-10-01,원지수 (2020=100),36.8
특수산업용기계,2015-10-01,계절조정지수 (2020=100),41.9
특수산업용기계,2015-11-01,원지수 (2020=100),43.3
특수산업용기계,2015-11-01,계절조정지수 (2020=100),44.9
특수산업용기계,2015-12-01,원지수 (2020=100),49.3
특수산업용기계,2015-12-01,계절조정지수 (2020=100),43.3
특수산업용기계,2016-01-01,원지수 (2020=100),40.6
특수산업용기계,2016-01-01,계절조정지수 (2020=100),44.1
특수산업용기계,2016-02-01,원지수 (2020=100),41.1
특수산업용기계,2016-02-01,계절조정지수 (2020=100),46.4
특수산업용기계,2016-03-01,원지수 (2020=100),56.2
