date,GDP,ICT_Production,ICT_Investment,CCSI,BSI_Composite,Corporate_Loan_Rate,Equipment_Investment_Index,productivity_index,Exchange_Rate,BSI_6M_MA,GDP_12M_MA,Exchange_Rate_12M_Std,CCSI_3M_Momentum,ICT_Prod_6M_Momentum,Loan_Rate_Lag_3M,Ad_Sentiment_DI
1995-01-01,182209.4,3587.3,2645.5,117.0,85.33333333333333,11.14,38.3,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,672.2505634354562
1995-02-01,183367.46666666667,3698.933333333333,2671.233333333333,117.0,85.33333333333333,11.14,38.3,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,649.8249797493423
1995-03-01,184525.53333333333,3810.5666666666666,2696.9666666666667,117.0,85.33333333333333,11.14,47.7,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,665.3307851415037
1995-04-01,185683.6,3922.2,2722.7,117.0,85.33333333333333,11.14,36.4,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,683.222792592152
1995-05-01,186985.4333333333,3957.3,2798.2,117.0,85.33333333333333,11.14,48.5,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,630.8402460211761
1995-06-01,188287.26666666663,3992.4,2873.7,117.0,85.33333333333333,11.14,50.55,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,625.3656842893612
1995-07-01,189589.1,4027.5,2949.2,117.0,85.33333333333333,11.14,53.6,95.7,,85.33333333333333,188904.2083333333,,0.0,440.1999999999998,11.14,668.297581984492
1995-08-01,190787.2,4061.5,2947.2666666666664,117.0,85.33333333333333,11.14,46.45,95.7,,85.33333333333333,188904.2083333333,,0.0,362.5666666666671,11.14,641.1523783788876
1995-09-01,191985.3,4095.5,2945.333333333333,117.0,85.33333333333333,11.14,43.6,95.7,,85.33333333333333,188904.2083333333,,0.0,284.9333333333334,11.14,602.6584132009124
1995-10-01,193183.4,4129.5,2943.4,117.0,85.33333333333333,11.14,44.45,95.7,,85.33333333333333,188904.2083333333,,0.0,207.30000000000015,11.14,624.1994074883257
1995-11-01,194476.7333333333,4182.566666666667,3017.133333333333,117.0,85.33333333333333,11.14,47.6,95.7,,85.33333333333333,188904.2083333333,,0.0,225.2666666666664,11.14,591.8700950390246
1995-12-01,195770.06666666665,4235.633333333333,3090.866666666667,117.0,85.33333333333333,11.14,48.55,95.7,,85.33333333333333,188904.2083333333,,0.0,243.23333333333312,11.14,586.3333751820685
1996-01-01,197063.4,4288.7,3164.6,117.0,85.33333333333333,11.14,43.15,95.7,,85.33333333333333,190142.04166666663,,0.0,261.1999999999998,11.14,599.7500286185832
1996-02-01,198328.46666666667,4325.733333333334,3216.333333333333,117.0,85.33333333333333,11.21,45.8,95.7,,85.33333333333333,191388.79166666663,,0.0,264.2333333333336,11.14,536.7413935881456
1996-03-01,199593.53333333333,4362.766666666666,3268.0666666666666,117.0,85.33333333333333,11.11,46.4,95.7,,85.33333333333333,192644.4583333333,,0.0,267.2666666666664,11.14,536.2946788934937
1996-04-01,200858.6,4399.8,3319.8,117.0,85.33333333333333,10.91,50.150000000000006,95.7,,85.33333333333333,193909.04166666663,,0.0,270.3000000000002,11.14,561.8557906258195
1996-05-01,202094.36666666667,4424.266666666666,3361.166666666667,116.0,85.33333333333333,11.1,47.95,95.7,,85.33333333333333,195168.11944444448,,-1.0,241.69999999999985,11.21,544.3536473506906
1996-06-01,203330.13333333333,4448.733333333334,3402.5333333333333,115.0,85.33333333333333,11.15,44.6,95.7,,85.33333333333333,196421.69166666668,,-2.0,213.1000000000004,11.11,574.3046594086697
1996-07-01,204565.9,4473.2,3443.9,114.0,85.33333333333333,10.85,54.6,95.7,,85.33333333333333,197669.75833333333,,-3.0,184.5,10.91,536.2014439881971
1996-08-01,205763.56666666665,4532.033333333333,3462.2333333333336,112.33333333333331,85.33333333333333,10.86,52.65,95.7,,85.33333333333333,198917.7888888889,,-3.6666666666666856,206.29999999999927,11.1,517.264831326757
1996-09-01,206961.2333333333,4590.866666666667,3480.5666666666666,110.66666666666669,85.33333333333333,10.88,52.0,95.7,,85.33333333333333,200165.78333333333,,-4.333333333333314,228.1000000000004,11.15,588.6160194760201
1996-10-01,208158.9,4649.7,3498.9,109.0,85.33333333333333,10.89,52.85,95.7,,85.33333333333333,201413.7416666667,,-5.0,249.89999999999964,10.85,537.9888698259846
1996-11-01,208493.76666666663,4571.433333333333,3529.333333333333,107.0,85.33333333333333,10.7,41.15,95.7,,85.33333333333333,202581.8277777778,,-5.333333333333314,147.16666666666697,10.86,540.3435568456415
1996-12-01,208828.63333333333,4493.166666666666,3559.7666666666664,105.0,85.33333333333333,10.94,43.75,95.7,,85.33333333333333,203670.04166666663,,-5.666666666666686,44.43333333333248,10.88,495.0326290591548
1997-01-01,209163.5,4414.9,3590.2,103.0,85.33333333333333,11.25,55.8,95.7,,85.33333333333333,204678.38333333333,,-6.0,-58.30000000000018,10.89,513.0587547027412
1997-02-01,211610.26666666663,4575.666666666666,3611.0666666666666,102.33333333333331,85.33333333333333,11.21,49.900000000000006,95.7,,85.33333333333333,205785.2,,-4.666666666666686,43.63333333333321,10.7,525.0769585992396
1997-03-01,214057.03333333333,4736.433333333333,3631.933333333333,101.66666666666669,85.33333333333333,11.33,52.15,95.7,,85.33333333333333,206990.49166666667,,-3.3333333333333144,145.5666666666666,10.94,485.9154367102797
1997-04-01,216503.8,4897.2,3652.8,101.0,85.33333333333333,11.34,53.9,95.7,,85.33333333333333,208294.2583333333,,-2.0,247.5,11.25,521.1950693856074
1997-05-01,217209.63333333333,4983.366666666667,3655.033333333333,100.66666666666669,85.33333333333333,11.24,55.7,95.7,,85.33333333333333,209553.86388888885,,-1.6666666666666288,411.9333333333334,11.21,489.65701642647883
1997-06-01,217915.46666666665,5069.533333333333,3657.266666666667,100.33333333333331,85.33333333333333,11.26,53.1,95.7,,85.33333333333333,210769.3083333333,,-1.3333333333333712,576.3666666666668,11.33,492.4292207646826
1997-07-01,218621.3,5155.7,3659.5,100.0,85.33333333333333,11.31,51.85,95.7,,85.33333333333333,211940.59166666665,,-1.0,740.8000000000002,11.34,478.6785085198298
1997-08-01,218175.76666666663,5099.466666666666,3625.6666666666665,91.66666666666669,85.33333333333333,11.52,50.7,95.7,,85.33333333333333,212974.94166666665,,-9.0,523.8000000000002,11.24,538.71199055978
1997-09-01,217730.2333333333,5043.233333333334,3591.833333333333,83.33333333333333,85.33333333333333,11.71,52.650000000000006,95.7,,85.33333333333333,213872.3583333333,,-16.999999999999986,306.8000000000002,11.26,483.4306042082096
