"가정별","성별","연령별",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","40 - 44세",554509,568659,588586,617814,643495,666120,679581,691904,709845,744040,771329,800106,831324,860784,891805,932497,964647,992748,1021777,1049028,1067679,1088526,1110551,1116252,1107894,1096983,1094033,1106082,1135674,1177254,1208951,1243808,1275865,1310383,1369828,1467844,1575793,1662595,1772055,1895918,1975280,2041639,2102133,2140853,2119774,2083152,2044892,2026553,2017430,2079435,2113987,2168151,2204694,2222650,2193282,2149420,2069252,1995148,1930092,1877437,1892398,1923936,1967944,1979185,1954043,1865133,1777225,1679979,1603289,1566465,1561857,1564060,1600168,1642640,1674745,1697670,1718290,1707187,1690417,1661158,1641558,1607454,1538801,1461601,1402203,1319757,1241351,1212766,1212467,1196515,1194837,1217225,1225210,1215951,1209476,1210330,1187539,1147465,1092665,1038341,967767,893311,833756,785162,742407,706539,680156,665612,662894,671733,689891,711238,729985
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","45 - 49세",494732,505185,513639,517548,519811,531137,546425,567781,599069,624409,647637,662659,672662,690850,717636,748393,777891,808496,835910,862564,896421,932094,962786,994652,1022682,1045518,1067449,1088249,1097349,1092071,1066369,1060037,1072672,1106197,1150796,1192966,1211896,1252000,1282892,1332659,1438321,1562163,1648190,1756981,1877912,1957973,2050067,2105846,2158522,2136420,2104888,2057463,2048855,2035425,2125961,2154449,2200173,2228237,2244349,2206645,2159864,2075715,2000130,1931529,1880851,1896876,1931068,1978902,1992154,1964845,1876481,1788912,1691938,1615403,1578676,1574166,1576510,1612714,1655334,1687636,1710766,1731579,1720689,1704067,1674947,1655445,1621443,1552874,1475696,1416276,1333822,1255345,1226669,1226359,1210447,1208799,1231254,1239342,1230158,1223734,1224650,1201915,1161840,1107006,1052616,981958,907365,847664,798954,756103,720153,693704,679113
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","50 - 54세",436622,443509,454209,459774,460922,465379,477328,488305,491684,495429,512915,526610,543264,571706,599436,622471,640519,657383,674345,694651,717786,746556,777972,807529,839392,872627,908413,941455,970137,997147,1020272,1041324,1061757,1067472,1058177,1045311,1034625,1042467,1074104,1120450,1171759,1202721,1244370,1276020,1322985,1425679,1551725,1638383,1753805,1874127,1961827,2078358,2127006,2174567,2153964,2123620,2058038,2056212,2046854,2138136,2160734,2204543,2231491,2244211,2207260,2159961,2078372,2006066,1939333,1886820,1903214,1937795,1985959,1999599,1972641,1884653,1797323,1700607,1624252,1587656,1583292,1585834,1622222,1665084,1697637,1720986,1741987,1731307,1714822,1685815,1666394,1632498,1563988,1486776,1427293,1344821,1266280,1237539,1237271,1221456,1219857,1242388,1250597,1241495,1235106,1236060,1213367,1173272,1118363,1063855,993061,918300,858430
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","55 - 59세",339582,338083,342370,360342,384049,398644,407861,419782,429795,435448,443264,457981,458865,461059,469290,484062,499087,520229,549123,579312,602630,615134,628849,646509,668597,693961,720283,750876,784223,817967,850304,885534,916315,946810,974738,995816,1014089,1041013,1048696,1036565,1025233,1018848,1028871,1057727,1101585,1148617,1188503,1228668,1267806,1314068,1420113,1546118,1633180,1737360,1857434,1951809,2080676,2123676,2176334,2148244,2115505,2045289,2045845,2036303,2128595,2149934,2195822,2223924,2236965,2198286,2151795,2071090,1999482,1933414,1881480,1898159,1933020,1981408,1995378,1968801,1881330,1794419,1698158,1622160,1585808,1581634,1584392,1620929,1663966,1696709,1720240,1741418,1730968,1714656,1685806,1666511,1632780,1564428,1487311,1427885,1345509,1267013,1238274,1238068,1222357,1220812,1243408,1251732,1242732,1236393,1237395,1214772,1174702
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","60 - 64세",288034,296408,296126,287995,284472,294344,297123,304716,322400,347400,359282,372700,375932,380591,380855,388218,407984,424128,433835,441973,453668,468221,488143,513822,540057,561022,578822,595683,614469,635925,663628,690840,721916,751807,781897,817825,867689,895248,924350,950969,964753,984412,1013969,1030288,1023359,1017483,1003285,1012370,1038323,1081239,1128921,1176122,1213715,1247802,1297261,1404900,1528218,1615386,1720944,1840431,1937587,2065374,2105499,2156283,2128317,2093298,2027038,2028198,2017734,2107184,2129324,2175663,2204292,2217922,2180177,2134467,2054718,1983906,1918616,1867383,1884408,1919578,1968213,1982582,1956486,1869688,1783343,1687662,1612111,1576055,1572099,1575104,1611795,1654985,1687902,1711618,1732980,1722806,1706737,1678132,1659031,1625520,1557398,1480462,1421160,1338966,1260608,1231927,1231803,1216219,1214745,1237413,1245855
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","65 - 69세",204014,202677,212423,227507,229700,229683,241305,246217,242646,242669,249885,270583,266636,278686,297437,312711,323160,334081,344354,351474,360503,369561,378995,386867,395836,408737,425134,445959,470051,498989,525383,539617,554235,572296,596180,623249,650596,686812,717748,746670,786126,823763,851230,880881,909221,925569,946202,981983,1011081,1008828,1007312,982408,991450,1006436,1047495,1095999,1150604,1187813,1224345,1271411,1382094,1500680,1585781,1689360,1808456,1901240,2029453,2069927,2120242,2091831,2058363,1994142,1996155,1986894,2076228,2099081,2145747,2174793,2188982,2152400,2107720,2029298,1959623,1895464,1845261,1862774,1898289,1947110,1961830,1936219,1850286,1764781,1670022,1595203,1559623,1555970,1559289,1596162,1639513,1672620,1696528,1718069,1708222,1692463,1664174,1645338,1612151,1544400,1467807,1408763,1326905,1248858,1220341
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","70 - 74세",129687,139524,140591,137508,143992,148942,158980,150465,153739,161327,172559,184812,188283,193449,193268,213140,217260,223699,235418,251294,263595,272834,284084,293362,301002,309324,316059,326889,338528,348366,364560,376332,394923,420774,447930,469728,482888,499887,518663,543965,568802,592322,626942,655781,683079,720174,760361,790845,821775,854731,875369,897257,940767,979241,980699,983369,948477,956466,969497,1009612,1061419,1115186,1152098,1189249,1235014,1341351,1458458,1542767,1644452,1760576,1852958,1979757,2020405,2070817,2043894,2012519,1951180,1954218,1946576,2035437,2059189,2106240,2135753,2150680,2115843,2072646,1996227,1928274,1865856,1817255,1835485,1871460,1920484,1935627,1910695,1826170,1742105,1648957,1575471,1540767,1537616,1541405,1578483,1621948,1655224,1679337,1701102,1691794,1676582,1648852,1630492,1597890,1530852
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","75 - 79세",65864,69374,76638,83105,90222,96288,99349,94426,91603,90138,93589,102268,105489,111763,119401,136655,144367,149380,150410,150575,154013,159218,170294,180815,192239,204739,211828,218764,225494,233635,260764,270466,279000,283042,287313,296749,312749,327656,347431,371995,392664,405729,421671,437251,461135,486198,510663,543047,571925,600927,638739,679260,712482,743323,779558,804154,826652,873516,915243,917522,922655,891575,899933,914385,954783,1003597,1054535,1091981,1129185,1173892,1277606,1390287,1472618,1571357,1683664,1774829,1898443,1938399,1988081,1962953,1935007,1878854,1883490,1878605,1966208,1991054,2038201,2067857,2083446,2051410,2010599,1937872,1873164,1814059,1768514,1787964,1824419,1873273,1888742,1864758,1782870,1701600,1611740,1541079,1508201,1506020,1510719,1548132,1591661,1625065,1649354,1671327,1662994
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","80세이상",38090,42497,44812,47118,49344,52808,54948,56363,59477,62816,67158,68501,71718,75469,80514,101644,105916,111863,118405,125661,133354,135489,140468,146360,153699,161402,169444,177958,186839,196115,222520,233185,244325,255872,267933,280585,306718,320404,330174,337554,347518,369877,392855,416895,442787,468030,495246,526381,561244,605917,650856,691867,740314,790154,845801,908998,979079,1046208,1110248,1188115,1264777,1339497,1418722,1496593,1552667,1606745,1628863,1708753,1784742,1854732,1929006,1976284,2065589,2151741,2239668,2386685,2516501,2656844,2809077,2974932,3175485,3388574,3530503,3690619,3790728,3918652,4029466,4128714,4234736,4370836,4473722,4582773,4665317,4741869,4803374,4827389,4829897,4818238,4810468,4805708,4831102,4855053,4880372,4880763,4849067,4793373,4739499,4681294,4620029,4566083,4520432,4485427,4479800
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","80 - 84세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214202,227037,239537,256483,275992,291845,304066,319301,334776,360838,387547,410686,438974,465166,491882,526920,567927,601756,631903,668672,696308,719722,762492,800915,804085,807688,781117,794818,812319,850337,895954,940434,977216,1013554,1056285,1154047,1257024,1334104,1425626,1529117,1616782,1733031,1770462,1817624,1795102,1773051,1726271,1733008,1732635,1816304,1842292,1888857,1918128,1934424,1907654,1871130,1805406,1746757,1694218,1654930,1676546,1713311,1761014,1776650,1754371,1678291,1603435,1521195,1456984,1428091,1427757,1434155,1471905
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","85 - 89세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96605,104046,112397,117576,121489,126959,136974,147286,162581,176849,188964,198879,210619,221824,244965,267549,287025,309209,330352,354414,385986,421203,445118,468271,499163,522057,542906,582302,616021,619371,622682,601359,617793,637043,669816,708170,740976,774236,806691,843798,928255,1012354,1077878,1154302,1239854,1317567,1416698,1446936,1486760,1467343,1454143,1422959,1432184,1438215,1511929,1537609,1580000,1605730,1621178,1602954,1573772,1520927,1473617,1433560,1405896,1430280,1466067,1509827,1524502,1504902,1440436,1378597,1312037
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","90 - 94세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30024,31529,33200,34693,36684,39771,44238,49046,52553,55767,60109,66212,72887,84211,88979,92698,99590,107174,114711,130469,145710,158017,168603,180821,196922,218180,240479,259706,276707,296778,311700,325528,351975,373906,375838,377870,363530,379291,396220,418900,444791,462599,487820,511796,538123,598286,652857,697705,748772,805275,862311,931467,949754,976707,961871,958304,944874,954016,964430,1018495,1039603,1071487,1089399,1101484,1093532,1074698,1041037,1010964,988583,976009,1000044,1029912,1063593
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","95 - 99세",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5792,6268,6612,6979,7413,8105,8506,9174,9633,10622,12251,14049,15652,16689,17537,19133,21534,24744,29728,30579,32281,35223,36739,40044,46194,52293,57291,63880,70375,77519,86583,95756,103741,110701,119335,125878,132018,144234,153801,154061,154729,147881,158160,168167,178844,190643,196232,209621,221738,234409,264475,288477,309540,332928,358594,388015,421381,427314,439615,431083,433013,431296,437128,445826,474002,485763,502509,510858,517504,516404,507533,492777,479859
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제순이동-중위)","여자","100세 이상",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,895,997,1109,1164,1209,1350,1462,1574,1701,1841,1985,2041,2182,2264,2438,2698,3003,3325,3554,3981,4492,5332,5770,6542,6303,6527,7070,8047,9320,10727,12087,13207,14864,16537,18394,20720,22953,24979,26739,29056,30928,32709,36183,38730,38805,39105,37408,41444,44831,47505,50501,51013,55711,59595,63326,72331,78236,84421,91027,98246,108168,118032,119214,123243,121266,124341,126451,128450,132456,140677,144662,149986,152406
